"";"lm1";"l0";"l1";"a";"l_stop"
"9697";-5844,04479869238;-5844,04474093858;-5844,04468319269;0,999863057218618;-5843,62306197265
"9698";-5844,04474093858;-5844,04468319269;-5844,04462545468;0,999863416461447;-5843,62195287014
"9699";-5844,04468319269;-5844,04462545468;-5844,04456772459;0,999863051257674;-5843,623080173
"9700";-5844,04462545468;-5844,04456772459;-5844,04451000239;0,999863221551217;-5843,62255533565
"9701";-5844,04456772459;-5844,04451000239;-5844,04445228809;0,999863155571081;-5843,62275881075
"9702";-5844,04451000239;-5844,04445228809;-5844,04439458168;0,999863215634957;-5843,62257361407
"9703";-5844,04445228809;-5844,04439458168;-5844,04433688318;0,99986302355448;-5843,62316520963
"9704";-5844,04439458168;-5844,04433688318;-5844,04427919257;0,999863209706833;-5843,62259197569
"9705";-5844,04433688318;-5844,04427919257;-5844,04422150986;0,999863001812223;-5843,62323197315
"9706";-5844,04427919257;-5844,04422150986;-5844,04416383506;0,999863014575546;-5843,62319274298
"9707";-5844,04422150986;-5844,04416383506;-5844,04410616815;0,999863027346686;-5843,62315348684
"9708";-5844,04416383506;-5844,04410616815;-5844,04404850915;0,999863071668686;-5843,62301721102
"9709";-5844,04410616815;-5844,04404850915;-5844,04399085804;0,999862926727316;-5843,62346247077
"9710";-5844,04404850915;-5844,04399085804;-5844,04393321483;0,999863065694075;-5843,62303564216
"9711";-5844,04399085804;-5844,04393321483;-5844,04387557953;0,999862794492467;-5843,62386770593
"9712";-5844,04393321483;-5844,04387557953;-5844,04381795213;0,999862917686039;-5843,62349020012
"9713";-5844,04387557953;-5844,04381795213;-5844,04376033262;0,999863009368218;-5843,62320885352
"9714";-5844,04381795213;-5844,04376033262;-5844,04370272102;0,999862816969789;-5843,62379875542
"9715";-5844,04376033262;-5844,04370272102;-5844,04364511731;0,999862987587929;-5843,62327578774
"9716";-5844,04370272102;-5844,04364511731;-5844,04358752152;0,999862621458869;-5843,62439627218
"9717";-5844,04364511731;-5844,04358752152;-5844,04352993361;0,999862981567207;-5843,6232944131
"9718";-5844,04358752152;-5844,04352993361;-5844,04347235362;0,999862678513786;-5843,62422195377
"9719";-5844,04352993361;-5844,04347235362;-5844,04341478152;0,99986281760725;-5843,62379680447
"9720";-5844,04347235362;-5844,04341478152;-5844,04335721733;0,999862814583151;-5843,62380605575
"9721";-5844,04341478152;-5844,04335721733;-5844,04329966104;0,999862527166526;-5843,62468333834
"9722";-5844,04335721733;-5844,04329966104;-5844,04324211265;0,999862934914595;-5843,62343784635
"9723";-5844,04329966104;-5844,04324211265;-5844,04318457216;0,999862568437236;-5843,62455745706
"9724";-5844,04324211265;-5844,04318457216;-5844,04312703957;0,999862739221243;-5843,62403651696
"9725";-5844,04318457216;-5844,04312703957;-5844,0430695149;0,999862372594662;-5843,62515308831
"9726";-5844,04312703957;-5844,0430695149;-5844,04301199811;0,999862970260863;-5843,62333006139
"9727";-5844,0430695149;-5844,04301199811;-5844,04295448924;0,999862398037254;-5843,62507556575
"9728";-5844,04301199811;-5844,04295448924;-5844,04289698827;0,999862521434076;-5843,62470043798
"9729";-5844,04295448924;-5844,04289698827;-5844,0428394952;0,999862644884419;-5843,62432452474
"9730";-5844,04289698827;-5844,0428394952;-5844,04278201004;0,999862562738575;-5843,62457470426
"9731";-5844,0428394952;-5844,04278201004;-5844,04272453277;0,999862464740076;-5843,624872732
"9732";-5844,04278201004;-5844,04272453277;-5844,04266706342;0,999862398350856;-5843,62507436236
"9733";-5844,04272453277;-5844,04266706342;-5844,04260960196;0,999862680102989;-5843,62421743027
"9734";-5844,04266706342;-5844,04260960196;-5844,04255214842;0,999862170578502;-5843,6257643448
"9735";-5844,04260960196;-5844,04255214842;-5844,04249470278;0,999862563161266;-5843,6245736432
"9736";-5844,04255214842;-5844,04249470278;-5844,04243726503;0,999862480940723;-5843,62482354616
"9737";-5844,04249470278;-5844,04243726503;-5844,0423798352;0,999862303682198;-5843,62536122048
"9738";-5844,04243726503;-5844,0423798352;-5844,04232241327;0,99986236390243;-5843,62517873625
"9739";-5844,0423798352;-5844,04232241327;-5844,04226499925;0,999862170729286;-5843,62576346001
"9740";-5844,04232241327;-5844,04226499925;-5844,04220759313;0,999862484390489;-5843,62481332509
"9741";-5844,04226499925;-5844,04220759313;-5844,04215019491;0,99986237041835;-5843,6251590201
"9742";-5844,04220759313;-5844,04215019491;-5844,0420928046;0,999862113793642;-5843,62593520338
"9743";-5844,04215019491;-5844,0420928046;-5844,0420354222;0,999862253253732;-5843,62551381136
"9744";-5844,0420928046;-5844,0420354222;-5844,04197804771;0,999862202577522;-5843,62566701194
"9745";-5844,0420354222;-5844,04197804771;-5844,04192068111;0,99986231040197;-5843,62534095467
"9746";-5844,04197804771;-5844,04192068111;-5844,04186332243;0,999862101191946;-5843,62597304611
"9747";-5844,04192068111;-5844,04186332243;-5844,04180597164;0,999862351729814;-5843,62521596697
"9748";-5844,04186332243;-5844,04180597164;-5844,04174862878;0,999861777734347;-5843,62694617804
"9749";-5844,04180597164;-5844,04174862878;-5844,0416912938;0,999862504076582;-5843,62475462077
"9750";-5844,04174862878;-5844,0416912938;-5844,04163396676;0,999861676164771;-5843,62725046152
"9751";-5844,0416912938;-5844,04163396676;-5844,0415766476;0,999862466144643;-5843,62486995736
"9752";-5844,04163396676;-5844,0415766476;-5844,04151933635;0,999861923608816;-5843,62650752482
"9753";-5844,0415766476;-5844,04151933635;-5844,04146203302;0,999861952149273;-5843,6264217121
"9754";-5844,04151933635;-5844,04146203302;-5844,04140473759;0,999862028318938;-5843,62619255024
"9755";-5844,04146203302;-5844,04140473759;-5844,04134745006;0,999862072775223;-5843,62605870184
"9756";-5844,04140473759;-5844,04134745006;-5844,04129017045;0,999861815609219;-5843,6268316754
"9757";-5844,04134745006;-5844,04129017045;-5844,04123289874;0,999862082318501;-5843,62603007256
"9758";-5844,04129017045;-5844,04123289874;-5844,04117563495;0,999861809209017;-5843,62685076018
"9759";-5844,04123289874;-5844,04117563495;-5844,04111837905;0,999861980700201;-5843,62633588376
"9760";-5844,04117563495;-5844,04111837905;-5844,04106113107;0,999861882224566;-5843,62663165747
"9761";-5844,04111837905;-5844,04106113107;-5844,04100389099;0,999861879032341;-5843,62664123701
"9762";-5844,04106113107;-5844,04100389099;-5844,04094665883;0,999861796395806;-5843,62688903246
"9763";-5844,04100389099;-5844,04094665883;-5844,04088943458;0,999861729618968;-5843,6270890267
"9764";-5844,04094665883;-5844,04088943458;-5844,04083221823;0,999861885326327;-5843,62662245297
"9765";-5844,04088943458;-5844,04083221823;-5844,04077500979;0,999861723186605;-5843,62710821144
"9766";-5844,04083221823;-5844,04077500979;-5844,04071780926;0,999861719961396;-5843,62711786104
"9767";-5844,04077500979;-5844,04071780926;-5844,04066061664;0,999861764437825;-5843,62698476943
"9768";-5844,04071780926;-5844,04066061664;-5844,04060343193;0,999861808935348;-5843,62685154739
"9769";-5844,04066061664;-5844,04060343193;-5844,04054625513;0,99986153536383;-5843,6276691307
"9770";-5844,04060343193;-5844,04054625513;-5844,04048908623;0,999861786602778;-5843,62691851476
"9771";-5844,04054625513;-5844,04048908623;-5844,04043192525;0,999861592499204;-5843,62749858897
"9772";-5844,04048908623;-5844,04043192525;-5844,04037477218;0,999861541517696;-5843,62765065534
"9773";-5844,04043192525;-5844,04037477218;-5844,04031762702;0,999861681477426;-5843,62723297625
"9774";-5844,04037477218;-5844,04031762702;-5844,04026048977;0,99986151910313;-5843,62771740125
"9775";-5844,04031762702;-5844,04026048977;-5844,04020336043;0,999861595429832;-5843,62748986241
"9776";-5844,04026048977;-5844,04020336043;-5844,040146239;0,99986154443151;-5843,62764190115
"9777";-5844,04020336043;-5844,040146239;-5844,04008912548;0,999861509336783;-5843,62774644777
"9778";-5844,040146239;-5844,04008912548;-5844,04003201987;0,9998614105328;-5843,62804045816
"9779";-5844,04008912548;-5844,04003201987;-5844,03997492217;0,999861582441576;-5843,62752871107
"9780";-5844,04003201987;-5844,03997492217;-5844,03991783239;0,999861260633353;-5843,62848551922
"9781";-5844,03997492217;-5844,03991783239;-5844,03986075052;0,99986159186308;-5843,62750076843
"9782";-5844,03991783239;-5844,03986075052;-5844,03980367655;0,999861397438853;-5843,62807928493
"9783";-5844,03986075052;-5844,03980367655;-5844,0397466105;0,999861330419413;-5843,62827830019
"9784";-5844,03980367655;-5844,0397466105;-5844,03968955236;0,999861359000231;-5843,62819346431
"9785";-5844,0397466105;-5844,03968955236;-5844,03963250213;0,999861339776238;-5843,62825052245
"9786";-5844,03968955236;-5844,03963250213;-5844,03957545982;0,999861272720916;-5843,62844939593
"9787";-5844,03963250213;-5844,03957545982;-5844,03951842541;0,99986139697089;-5843,62808079294
"9788";-5844,03957545982;-5844,03951842541;-5844,03946139892;0,999861170453947;-5843,62875219551
"9789";-5844,03951842541;-5844,03946139892;-5844,03940438035;0,999861230920807;-5843,62857320936
"9790";-5844,03946139892;-5844,03940438035;-5844,03934736967;0,999861355218919;-5843,62820483901
"9791";-5844,03940438035;-5844,03934736967;-5844,03929036692;0,999861128604086;-5843,62887584772
"9792";-5844,03934736967;-5844,03929036692;-5844,03923337208;0,999861157181973;-5843,62879136075
"9793";-5844,03929036692;-5844,03923337208;-5844,03917638515;0,999861201731937;-5843,62865960322
"9794";-5844,03923337208;-5844,03917638515;-5844,03911940614;0,999861150544888;-5843,62881096183
"9795";-5844,03917638515;-5844,03911940614;-5844,03906243503;0,999861195110735;-5843,62867920651
"9796";-5844,03911940614;-5844,03906243503;-5844,03900547185;0,999860984271587;-5843,62930170342
"9797";-5844,03906243503;-5844,03900547185;-5844,03894851658;0,999861044775323;-5843,62912328584
"9798";-5844,03900547185;-5844,03894851658;-5844,03889156921;0,999861137244133;-5843,62885034499
"9799";-5844,03894851658;-5844,03889156921;-5844,03883462976;0,999861070046202;-5843,62904870214
"9800";-5844,03889156921;-5844,03883462976;-5844,03877769823;0,999860922957868;-5843,62948215329
"9801";-5844,03883462976;-5844,03877769823;-5844,03872077461;0,999861047389885;-5843,62911557828
"9802";-5844,03877769823;-5844,03872077461;-5844,0386638589;0,999861012101917;-5843,62921958837
"9803";-5844,03872077461;-5844,0386638589;-5844,03860695112;0,999860785045783;-5843,62988747464
"9804";-5844,0386638589;-5844,03860695112;-5844,03855005123;0,999861085300338;-5843,62900393264
"9805";-5844,03860695112;-5844,03855005123;-5844,03849315927;0,99986085820676;-5843,62967244648
"9806";-5844,03855005123;-5844,03849315927;-5844,03843627523;0,999860806870932;-5843,62982324466
"9807";-5844,03849315927;-5844,03843627523;-5844,03837939909;0,999860963367813;-5843,6293632539
"9808";-5844,03843627523;-5844,03837939909;-5844,03832253087;0,999860800116771;-5843,62984300715
"9809";-5844,03837939909;-5844,03832253087;-5844,03826567057;0,999860844709557;-5843,62971209028
"9810";-5844,03832253087;-5844,03826567057;-5844,03820881818;0,999860777356921;-5843,62990976638
"9811";-5844,03826567057;-5844,03820881818;-5844,03815197371;0,999860725976327;-5843,63006041594
"9812";-5844,03820881818;-5844,03815197371;-5844,03809513715;0,999860834574004;-5843,62974191751
"9813";-5844,03815197371;-5844,03809513715;-5844,03803830851;0,999860671186913;-5843,63022084882
"9814";-5844,03809513715;-5844,03803830851;-5844,03798148779;0,999860731792494;-5843,63004335348
"9815";-5844,03803830851;-5844,03798148779;-5844,03792467498;0,999860664374989;-5843,63024076173
"9816";-5844,03798148779;-5844,03792467498;-5844,03786787008;0,999860757018211;-5843,62996947758
"9817";-5844,03792467498;-5844,03786787008;-5844,0378110731;0,999860513475003;-5843,63068176658
"9818";-5844,03786787008;-5844,0378110731;-5844,03775428404;0,999860750225136;-5843,62998947559
"9819";-5844,0378110731;-5844,03775428404;-5844,03769750289;0,99986049060223;-5843,63074841965
"9820";-5844,03775428404;-5844,03769750289;-5844,03764072966;0,99986067936477;-5843,63019697613
"9821";-5844,03769750289;-5844,03764072966;-5844,03758396435;0,999860483734244;-5843,63076837576
"9822";-5844,03764072966;-5844,03758396435;-5844,03752720695;0,999860672552942;-5843,63021697609
"9823";-5844,03758396435;-5844,03752720695;-5844,03747045748;0,999860268556143;-5843,63139477083
"9824";-5844,03752720695;-5844,03747045748;-5844,03741371591;0,999860745849653;-5843,63000275217
"9825";-5844,03747045748;-5844,03741371591;-5844,03735698227;0,999860293679804;-5843,63132155157
"9826";-5844,03741371591;-5844,03735698227;-5844,03730025654;0,999860530654569;-5843,63063155338
"9827";-5844,03735698227;-5844,03730025654;-5844,03724353873;0,999860286735422;-5843,63134163714
"9828";-5844,03730025654;-5844,03724353873;-5844,03718682883;0,99986063602792;-5843,63032416972
"9829";-5844,03724353873;-5844,03718682883;-5844,03713012686;0,999860311887151;-5843,63126841011
"9830";-5844,03718682883;-5844,03713012686;-5844,0370734328;0,999860292371656;-5843,63132511208
"9831";-5844,03713012686;-5844,0370734328;-5844,03701674665;0,999860465356538;-5843,6308220246
"9832";-5844,0370734328;-5844,03701674665;-5844,03696006843;0,999860221262425;-5843,63153145708
"9833";-5844,03701674665;-5844,03696006843;-5844,03690339812;0,999860362187942;-5843,63112223251
"9834";-5844,03696006843;-5844,03690339812;-5844,03684673573;0,999860278490999;-5843,63136534029
"9835";-5844,03690339812;-5844,03684673573;-5844,03679008128;0,999860034250518;-5843,63207300492
"9836";-5844,03684673573;-5844,03679008128;-5844,03673343472;0,999860576525139;-5843,63049867519
"9837";-5844,03679008128;-5844,03673343472;-5844,03667679608;0,99986004330421;-5843,63204660457
"9838";-5844,03673343472;-5844,03667679608;-5844,03662016537;0,999860216407803;-5843,63154545316
"9839";-5844,03667679608;-5844,03662016537;-5844,03656354258;0,999860132625235;-5843,63178813266
"9840";-5844,03662016537;-5844,03656354258;-5844,0365069277;0,999860241558356;-5843,63147259096
"9841";-5844,03656354258;-5844,0365069277;-5844,03645032074;0,999859964989802;-5843,63227264388
"9842";-5844,0365069277;-5844,03645032074;-5844,0363937217;0,999860266714002;-5843,63139978624
"9843";-5844,03645032074;-5844,0363937217;-5844,03633713058;0,999860086495053;-5843,6319215213
"9844";-5844,0363937217;-5844,03633713058;-5844,03628054738;0,999859938345872;-5843,63234934879
"9845";-5844,03633713058;-5844,03628054738;-5844,0362239721;0,999860127682434;-5843,63180249535
"9846";-5844,03628054738;-5844,0362239721;-5844,03616740473;0,999860059887938;-5843,63199844621
"9847";-5844,0362239721;-5844,03616740473;-5844,0361108453;0,999859863443067;-5843,63256509372
"9848";-5844,03616740473;-5844,0361108453;-5844,03605429378;0,999860020685743;-5843,63211171597
"9849";-5844,0361108453;-5844,03605429378;-5844,03599775016;0,999860113666893;-5843,63184318149
"9850";-5844,03605429378;-5844,03599775016;-5844,03594121449;0,999859691975068;-5843,63305802663
"9851";-5844,03599775016;-5844,03594121449;-5844,03588468672;0,99986010663748;-5843,63186366004
"9852";-5844,03594121449;-5844,03588468672;-5844,03582816688;0,999859813545741;-5843,63270847628
"9853";-5844,03588468672;-5844,03582816688;-5844,03577165496;0,999859842165543;-5843,63262614893
"9854";-5844,03582816688;-5844,03577165496;-5844,03571515095;0,999859902987848;-5843,63245110111
"9855";-5844,03577165496;-5844,03571515095;-5844,03565865487;0,999859835069594;-5843,63264653393
"9856";-5844,03571515095;-5844,03565865487;-5844,03560216671;0,999859686633697;-5843,63307293559
"9857";-5844,03565865487;-5844,03560216671;-5844,03554568647;0,999859827949354;-5843,63266706534
"9858";-5844,03560216671;-5844,03554568647;-5844,03548921414;0,999859953224345;-5843,63230663083
"9859";-5844,03554568647;-5844,03548921414;-5844,03543274974;0,999859514874891;-5843,63356483962
"9860";-5844,03548921414;-5844,03543274974;-5844,03537629327;0,999859752854473;-5843,63288283077
"9861";-5844,03543274974;-5844,03537629327;-5844,0353198447;0,999859797621096;-5843,63275429657
"9862";-5844,03537629327;-5844,0353198447;-5844,03526340407;0,999859487947076;-5843,63364163378
"9863";-5844,0353198447;-5844,03526340407;-5844,03520697135;0,999859903283634;-5843,63245080183
"9864";-5844,03526340407;-5844,03520697135;-5844,03515054656;0,999859480742746;-5843,63366205784
"9865";-5844,03520697135;-5844,03515054656;-5844,03509412969;0,999859606062671;-5843,63330362656
"9866";-5844,03515054656;-5844,03509412969;-5844,03503772073;0,999859731438178;-5843,63294444585
"9867";-5844,03509412969;-5844,03503772073;-5844,0349813197;0,999859469911671;-5843,63369284645
"9868";-5844,03503772073;-5844,0349813197;-5844,0349249266;0,999859434034692;-5843,63379528263
"9869";-5844,0349813197;-5844,0349249266;-5844,03486854141;0,999859591678538;-5843,63334484986
"9870";-5844,0349249266;-5844,03486854141;-5844,03481216414;0,999859652611421;-5843,63317050082
"9871";-5844,03486854141;-5844,03481216414;-5844,0347557948;0,999859326397684;-5843,63410201475
"9872";-5844,03481216414;-5844,0347557948;-5844,03469943338;0,999859484086036;-5843,63365233384
"9873";-5844,0347557948;-5844,03469943338;-5844,03464307988;0,999859448201708;-5843,6337547397
"9874";-5844,03469943338;-5844,03464307988;-5844,0345867343;0,999859557556919;-5843,63344254497
"9875";-5844,03464307988;-5844,0345867343;-5844,03453039665;0,999859279568207;-5843,63423510379
"9876";-5844,0345867343;-5844,03453039665;-5844,03447406692;0,99985925976318;-5843,63429144145
"9877";-5844,03453039665;-5844,03447406692;-5844,03441774511;0,999859433703503;-5843,63379617555
"9878";-5844,03447406692;-5844,03441774511;-5844,03436143122;0,999859510830924;-5843,63357620662
"9879";-5844,03441774511;-5844,03436143122;-5844,03430512526;0,999859038878363;-5843,63491826596
"9880";-5844,03436143122;-5844,03430512526;-5844,03424882722;0,999859455129132;-5843,63373523791
"9881";-5844,03430512526;-5844,03424882722;-5844,03419253711;0,999859079963567;-5843,6348016585
"9882";-5844,03424882722;-5844,03419253711;-5844,0341362549;0,999859609449614;-5843,63329513472
"9883";-5844,03419253711;-5844,0341362549;-5844,03407998064;0,999858846398396;-5843,63546231464
"9884";-5844,0341362549;-5844,03407998064;-5844,03402371429;0,999859359811421;-5843,63400693837
"9885";-5844,03407998064;-5844,03402371429;-5844,03396745586;0,999859243044395;-5843,63433882491
"9886";-5844,03402371429;-5844,03396745586;-5844,03391120536;0,999859174729968;-5843,6345327123
"9887";-5844,03396745586;-5844,03391120536;-5844,03385496278;0,999859025546223;-5843,63495540712
"9888";-5844,03391120536;-5844,03385496278;-5844,03379872813;0,999859151207986;-5843,63459946875
"9889";-5844,03385496278;-5844,03379872813;-5844,0337425014;0,999859082847188;-5843,63479315294
"9890";-5844,03379872813;-5844,0337425014;-5844,03368628259;0,999859127688691;-5843,63466614423
"9891";-5844,0337425014;-5844,03368628259;-5844,03363007171;0,999858962240998;-5843,63513429023
"9892";-5844,03368628259;-5844,03363007171;-5844,03357386875;0,999859055606875;-5843,6348702772
"9893";-5844,03363007171;-5844,03357386875;-5844,03351767372;0,999859019556425;-5843,63497224504
"9894";-5844,03357386875;-5844,03351767372;-5844,0334614866;0,999859080601186;-5843,63479957512
"9895";-5844,03351767372;-5844,0334614866;-5844,03340530742;0,999858915058092;-5843,63526741405
"9896";-5844,0334614866;-5844,03340530742;-5844,03334913616;0,999858895150322;-5843,63532359323
"9897";-5844,03340530742;-5844,03334913616;-5844,03329297282;0,999858988577152;-5843,63505984501
"9898";-5844,03334913616;-5844,03329297282;-5844,03323681741;0,999858822946437;-5843,63552712307
"9899";-5844,03329297282;-5844,03323681741;-5844,03318066992;0,999858916384871;-5843,63526368626
"9900";-5844,03323681741;-5844,03318066992;-5844,03312453036;0,99985884788253;-5843,63545682605
"9901";-5844,03318066992;-5844,03312453036;-5844,03306839871;0,999859038563621;-5843,6349188178
"9902";-5844,03312453036;-5844,03306839871;-5844,033012275;0,999858516401233;-5843,63638844429
"9903";-5844,03306839871;-5844,033012275;-5844,03295615921;0,999858950125792;-5843,63516866413
"9904";-5844,033012275;-5844,03295615921;-5844,03290005134;0,999858735738343;-5843,63577244513
"9905";-5844,03295615921;-5844,03290005134;-5844,0328439514;0,999858796828704;-5843,63560060695
"9906";-5844,03290005134;-5844,0328439514;-5844,03278785939;0,999858728251422;-5843,63579346728
"9907";-5844,0328439514;-5844,03278785939;-5844,0327317753;0,999858611004889;-5843,63612272057
"9908";-5844,03278785939;-5844,0327317753;-5844,03267569913;0,999858801827367;-5843,63558664689
"9909";-5844,0327317753;-5844,03267569913;-5844,0326196309;0,999858538603869;-5843,63632563245
"9910";-5844,03267569913;-5844,0326196309;-5844,03256357058;0,99985876190789;-5843,63569898448
"9911";-5844,0326196309;-5844,03256357058;-5844,0325075182;0,999858595945344;-5843,63616484072
"9912";-5844,03256357058;-5844,0325075182;-5844,03245147374;0,99985857594741;-5843,63622089311
"9913";-5844,0325075182;-5844,03245147374;-5844,0323954372;0,999858604628096;-5843,63614051019
"9914";-5844,03245147374;-5844,0323954372;-5844,03233940859;0,99985856840223;-5843,6362420201
"9915";-5844,0323954372;-5844,03233940859;-5844,03228338791;0,99985853216382;-5843,63634349878
"9916";-5844,03233940859;-5844,03228338791;-5844,03222737514;0,999858560852781;-5843,63626317653
"9917";-5844,03228338791;-5844,03222737514;-5844,03217137032;0,999858248573937;-5843,63713561032
"9918";-5844,03222737514;-5844,03217137032;-5844,03211537341;0,999858861821192;-5843,63541893137
"9919";-5844,03217137032;-5844,03211537341;-5844,03205938443;0,999858273432907;-5843,63706607835
"9920";-5844,03211537341;-5844,03205938443;-5844,03200340338;0,99985830207616;-5843,63698622188
"9921";-5844,03205938443;-5844,03200340338;-5844,03194743025;0,999858623170996;-5843,63608893232
"9922";-5844,03200340338;-5844,03194743025;-5844,03189146505;0,999858229458992;-5843,63718842928
"9923";-5844,03194743025;-5844,03189146505;-5844,03183550777;0,999858534378787;-5843,63633755235
"9924";-5844,03189146505;-5844,03183550777;-5844,03177955842;0,99985825430942;-5843,63711911074
"9925";-5844,03183550777;-5844,03177955842;-5844,031723617;0,999858234214731;-5843,63717506009
"9926";-5844,03177955842;-5844,031723617;-5844,03166768352;0,999858295404268;-5843,63700466571
"9927";-5844,031723617;-5844,03166768352;-5844,03161175794;0,999858535485853;-5843,63633478216
"9928";-5844,03166768352;-5844,03161175794;-5844,0315558403;0,999858043855716;-5843,63770392028
"9929";-5844,03161175794;-5844,0315558403;-5844,03149993058;0,999858365264175;-5843,63681003425
"9930";-5844,0315558403;-5844,03149993058;-5844,0314440288;0,999858036124089;-5843,63772524362
"9931";-5844,03149993058;-5844,0314440288;-5844,03138813494;0,999858292549191;-5843,63701269312
"9932";-5844,0314440288;-5844,03138813494;-5844,03133224901;0,999858207378072;-5843,63724961771
"9933";-5844,03138813494;-5844,03133224901;-5844,031276371;0,999858122173571;-5843,63748631696
"9934";-5844,03133224901;-5844,031276371;-5844,03122050093;0,999858069488527;-5843,63763251379
"9935";-5844,031276371;-5844,03122050093;-5844,03116463877;0,999858277243831;-5843,63705546038
"9936";-5844,03122050093;-5844,03116463877;-5844,03110878455;0,999857931534592;-5843,63801462113
"9937";-5844,03116463877;-5844,03110878455;-5844,03105293826;0,999858188165497;-5843,6373031541
"9938";-5844,03110878455;-5844,03105293826;-5844,03099709989;0,999858005195293;-5843,63781060011
"9939";-5844,03105293826;-5844,03099709989;-5844,03094126945;0,999858001317894;-5843,63782133794
"9940";-5844,03099709989;-5844,03094126945;-5844,03088544693;0,999858062602912;-5843,63765157448
"9941";-5844,03094126945;-5844,03088544693;-5844,03082963235;0,999857798064617;-5843,63838321139
"9942";-5844,03088544693;-5844,03082963235;-5844,03077382569;0,999858168918699;-5843,63735691268
"9943";-5844,03082963235;-5844,03077382569;-5844,03071802696;0,99985783915218;-5843,63826964028
"9944";-5844,03077382569;-5844,03071802696;-5844,03066223616;0,999857949336078;-5843,63796518805
"9945";-5844,03071802696;-5844,03066223616;-5844,03060645329;0,999857880249194;-5843,63815611204
"9946";-5844,03066223616;-5844,03060645329;-5844,03055067835;0,999857876352492;-5843,63816687365
"9947";-5844,03060645329;-5844,03055067835;-5844,03049491133;0,999857807230959;-5843,63835764302
"9948";-5844,03055067835;-5844,03049491133;-5844,03043915224;0,999857982715251;-5843,63787302795
"9949";-5844,03049491133;-5844,03043915224;-5844,03038340108;0,999857603698272;-5843,63891807166
"9950";-5844,03043915224;-5844,03038340108;-5844,03032765784;0,999858138076611;-5843,6374432546
"9951";-5844,03038340108;-5844,03032765784;-5844,03027192254;0,999857400054488;-5843,6394769056
"9952";-5844,03032765784;-5844,03027192254;-5844,03021619517;0,99985788557826;-5843,63814159192
"9953";-5844,03027192254;-5844,03021619517;-5844,03016047573;0,999857653213296;-5843,63878170015
"9954";-5844,03021619517;-5844,03016047573;-5844,0301047642;0,999857845143593;-5843,63825320509
"9955";-5844,03016047573;-5844,0301047642;-5844,03004906062;0,999857596381685;-5843,63893781972
"9956";-5844,0301047642;-5844,03004906062;-5844,02999336496;0,999857608754803;-5843,63890382919
"9957";-5844,03004906062;-5844,02999336496;-5844,02993767722;0,999857768103614;-5843,63846561154
"9958";-5844,02999336496;-5844,02993767722;-5844,02988199742;0,999857568218307;-5843,63901507209
"9959";-5844,02993767722;-5844,02988199742;-5844,02982632554;0,999857645934846;-5843,63880165246
"9960";-5844,02988199742;-5844,02982632554;-5844,0297706616;0,99985744596359;-5843,63935025023
"9961";-5844,02982632554;-5844,0297706616;-5844,02971500559;0,999857670724464;-5843,63873362555
"9962";-5844,0297706616;-5844,02971500559;-5844,0296593575;0,999857389002291;-5843,63950610317
"9963";-5844,02971500559;-5844,0296593575;-5844,02960371734;0,999857695535193;-5843,63866556829
"9964";-5844,0296593575;-5844,02960371734;-5844,02954808511;0,999857413745573;-5843,63943827945
"9965";-5844,02960371734;-5844,02954808511;-5844,02949246082;0,999857328018465;-5843,6396727176
"9966";-5844,02954808511;-5844,02949246082;-5844,02943684445;0,999857700076464;-5843,63865334777
"9967";-5844,02949246082;-5844,02943684445;-5844,02938123601;0,999857287352268;-5843,63978365234
"9968";-5844,02943684445;-5844,02938123601;-5844,02932563549;0,999857495957165;-5843,63921325755
"9969";-5844,02938123601;-5844,02932563549;-5844,02927004292;0,999857197566529;-5843,64002852707
"9970";-5844,02932563549;-5844,02927004292;-5844,02921445827;0,999857471651141;-5843,63927990163
"9971";-5844,02927004292;-5844,02921445827;-5844,02915888154;0,999857484058586;-5843,63924594907
"9972";-5844,02921445827;-5844,02915888154;-5844,02910331275;0,999857136451544;-5843,64019479713
"9973";-5844,02915888154;-5844,02910331275;-5844,02904775189;0,999857246974682;-5843,63989365093
"9974";-5844,02910331275;-5844,02904775189;-5844,02899219896;0,999857488502829;-5843,63923401932
"9975";-5844,02904775189;-5844,02899219896;-5844,02893665395;0,999857140756891;-5843,64018289836
"9976";-5844,02899219896;-5844,02893665395;-5844,02888111688;0,999857284085361;-5843,63979242024
"9977";-5844,02893665395;-5844,02888111688;-5844,02882558774;0,9998570999511;-5843,64029385314
"9978";-5844,02888111688;-5844,02882558774;-5844,02877006652;0,99985734158684;-5843,63963566153
"9979";-5844,02882558774;-5844,02877006652;-5844,02871455324;0,9998570918981;-5843,64031565336
"9980";-5844,02877006652;-5844,02871455324;-5844,02865904789;0,999857055089085;-5843,64041568228
"9981";-5844,02871455324;-5844,02865904789;-5844,02860355046;0,999857313210039;-5843,63971324812
"9982";-5844,02865904789;-5844,02860355046;-5844,02854806098;0,999856932310481;-5843,64074876693
"9983";-5844,02860355046;-5844,02854806098;-5844,0284925794;0,999857337989495;-5843,6396458486
"9984";-5844,02854806098;-5844,0284925794;-5844,02843710578;0,999856842244826;-5843,64099258806
"9985";-5844,0284925794;-5844,02843710578;-5844,02838164008;0,999857067673981;-5843,64038143313
"9986";-5844,02843710578;-5844,02838164008;-5844,0283261823;0,999857080036262;-5843,64034786712
"9987";-5844,02838164008;-5844,0283261823;-5844,02827073246;0,999856994008147;-5843,6405812966
