"";"lm1";"l0";"l1";"a";"l_stop"
"1359";-5844,69367124841;-5844,69359349764;-5844,69351574166;1,00006698025811;-5845,85447254238
"1360";-5844,69359349764;-5844,69351574166;-5844,69343798047;1,00006705764953;-5845,85313276868
"1361";-5844,69351574166;-5844,69343798047;-5844,69336021406;1,00006702976111;-5845,85361523927
"1362";-5844,69343798047;-5844,69336021406;-5844,69328244244;1,00006703696363;-5845,85349058854
"1363";-5844,69336021406;-5844,69328244244;-5844,69320466562;1,00006697399783;-5845,85458128852
"1364";-5844,69328244244;-5844,69320466562;-5844,69312688358;1,0000670162872;-5845,8538484727
"1365";-5844,69320466562;-5844,69312688358;-5844,69304909634;1,00006685978911;-5845,85656518105
"1366";-5844,69312688358;-5844,69304909634;-5844,69297130389;1,00006692547166;-5845,85542334975
"1367";-5844,69304909634;-5844,69297130389;-5844,69289350625;1,00006685084515;-5845,85672092399
"1368";-5844,69297130389;-5844,69289350625;-5844,6928157034;1,00006689313848;-5845,85598514077
"1369";-5844,69289350625;-5844,6928157034;-5844,69273789535;1,00006684190515;-5845,85687663333
"1370";-5844,6928157034;-5844,69273789535;-5844,6926600821;1,00006684912656;-5845,85675088504
"1371";-5844,69273789535;-5844,6926600821;-5844,69258226365;1,0000667394645;-5845,85866351742
"1372";-5844,6926600821;-5844,69258226365;-5844,69250444;1,00006693369631;-5845,85527994572
"1373";-5844,69258226365;-5844,69250444;-5844,69242661117;1,00006654355836;-5845,8620967212
"1374";-5844,69250444;-5844,69242661117;-5844,69234877714;1,00006678453309;-5845,85787654963
"1375";-5844,69242661117;-5844,69234877714;-5844,69227093791;1,00006674501806;-5845,8585665306
"1376";-5844,69234877714;-5844,69227093791;-5844,6921930935;1,00006656529937;-5845,86171518497
"1377";-5844,69227093791;-5844,6921930935;-5844,69211524389;1,00006687632308;-5845,85627641574
"1378";-5844,6921930935;-5844,69211524389;-5844,69203738911;1,00006639285969;-5845,86475310541
"1379";-5844,69211524389;-5844,69203738911;-5844,69195952913;1,00006675059204;-5845,85846865931
"1380";-5844,69203738911;-5844,69195952913;-5844,69188166397;1,00006657091933;-5845,86161681881
"1381";-5844,69195952913;-5844,69188166397;-5844,69180379362;1,00006660152908;-5845,86107924983
"1382";-5844,69188166397;-5844,69180379362;-5844,6917259181;1,00006645693838;-5845,86362307896
"1383";-5844,69180379362;-5844,6917259181;-5844,69164803739;1,00006661602572;-5845,86082462905
"1384";-5844,6917259181;-5844,69164803739;-5844,69157015151;1,0000663663493;-5845,86522288781
"1385";-5844,69164803739;-5844,69157015151;-5844,69149226046;1,00006650207238;-5845,8628277565
"1386";-5844,69157015151;-5844,69149226046;-5844,69141436422;1,00006648597365;-5845,86311136156
"1387";-5844,69149226046;-5844,69141436422;-5844,69133646281;1,00006646987784;-5845,86339507143
"1388";-5844,69141436422;-5844,69133646281;-5844,69125855622;1,00006631368561;-5845,86615550135
"1389";-5844,69133646281;-5844,69125855622;-5844,69118064447;1,00006643770427;-5845,86396247727
"1390";-5844,69125855622;-5844,69118064447;-5844,69110272754;1,00006636325023;-5845,86527815349
"1391";-5844,69118064447;-5844,69110272754;-5844,69102480545;1,00006624212024;-5845,86742510201
"1392";-5844,69110272754;-5844,69102480545;-5844,69094687819;1,00006641281022;-5845,86440179308
"1393";-5844,69102480545;-5844,69094687819;-5844,69086894577;1,0000662216627;-5845,86778872257
"1394";-5844,69094687819;-5844,69086894577;-5844,69079100818;1,00006624061828;-5845,86745195458
"1395";-5844,69086894577;-5844,69079100818;-5844,69071306543;1,0000663062479;-5845,86628737797
"1396";-5844,69079100818;-5844,69071306543;-5844,69063511752;1,00006616182665;-5845,86885330869
"1397";-5844,69071306543;-5844,69063511752;-5844,69055716444;1,00006629746532;-5845,8664429394
"1398";-5844,69063511752;-5844,69055716444;-5844,69047920621;1,00006608306053;-5845,87025781761
"1399";-5844,69055716444;-5844,69047920621;-5844,69040124282;1,00006617202533;-5845,86867177216
"1400";-5844,69047920621;-5844,69040124282;-5844,69032327428;1,00006610931857;-5845,86978932486
"1401";-5844,69040124282;-5844,69032327428;-5844,69024530058;1,00006606995373;-5845,87049201059
"1402";-5844,69032327428;-5844,69024530058;-5844,69016732174;1,00006608891703;-5845,87015337761
"1403";-5844,69024530058;-5844,69016732174;-5844,69008933773;1,00006620118309;-5845,8681524522
"1404";-5844,69016732174;-5844,69008933773;-5844,69001134858;1,00006583526082;-5845,8746998705
"1405";-5844,69008933773;-5844,69001134858;-5844,68993335429;1,00006602917762;-5845,87122086479
"1406";-5844,69001134858;-5844,68993335429;-5844,68985535485;1,00006607146222;-5845,87046491096
"1407";-5844,68993335429;-5844,68985535485;-5844,68977735026;1,00006588053273;-5845,8738862295
"1408";-5844,68985535485;-5844,68977735026;-5844,68969934053;1,0000659811283;-5845,87208104273
"1409";-5844,68977735026;-5844,68969934053;-5844,68962132565;1,00006598843381;-5845,8719501511
"1410";-5844,68969934053;-5844,68962132565;-5844,68954330564;1,00006579755219;-5845,87537991318
"1411";-5844,68962132565;-5844,68954330564;-5844,68946528049;1,00006585150915;-5845,8744083345
"1412";-5844,68954330564;-5844,68946528049;-5844,6893872502;1,00006584717301;-5845,87448635965
"1413";-5844,68946528049;-5844,6893872502;-5844,68930921477;1,0000658894601;-5845,87372582697
"1414";-5844,6893872502;-5844,68930921477;-5844,6892311742;1,00006585015428;-5845,87443275617
"1415";-5844,68930921477;-5844,6892311742;-5844,68915312852;1,0000655777734;-5845,87935523185
"1416";-5844,6892311742;-5844,68915312852;-5844,68907507769;1,00006588811403;-5845,87374960991
"1417";-5844,68915312852;-5844,68907507769;-5844,68899702173;1,00006566237377;-5845,87782212677
"1418";-5844,68907507769;-5844,68899702173;-5844,68891896064;1,00006585614362;-5845,87432445258
"1419";-5844,68899702173;-5844,68891896064;-5844,68884089444;1,00006547897286;-5845,88115215349
"1420";-5844,68891896064;-5844,68884089444;-5844,6887628231;1,00006575429284;-5845,87616015055
"1421";-5844,68884089444;-5844,6887628231;-5844,68868474664;1,00006556357696;-5845,87961390726
"1422";-5844,6887628231;-5844,68868474664;-5844,68860666504;1,00006583884914;-5845,87463495968
"1423";-5844,68868474664;-5844,68860666504;-5844,68852857834;1,00006534529854;-5845,88359239749
"1424";-5844,68860666504;-5844,68852857834;-5844,68845048652;1,00006566715159;-5845,87773543862
"1425";-5844,68852857834;-5844,68845048652;-5844,68837238957;1,00006554637492;-5845,87992668779
"1426";-5844,68845048652;-5844,68837238957;-5844,68829428751;1,00006549549602;-5845,8808522629
"1427";-5844,68837238957;-5844,68829428751;-5844,68821618033;1,00006556107635;-5845,87965943284
"1428";-5844,68829428751;-5844,68821618033;-5844,68813806804;1,00006541704812;-5845,88228245263
"1429";-5844,68821618033;-5844,68813806804;-5844,68805995064;1,00006540112558;-5845,88257315961
"1430";-5844,68813806804;-5844,68805995064;-5844,68798182812;1,00006550163254;-5845,88074039558
"1431";-5844,68805995064;-5844,68798182812;-5844,6879037005;1,00006539256524;-5845,88272964986
"1432";-5844,68798182812;-5844,6879037005;-5844,68782556776;1,00006539993047;-5845,88259509932
"1433";-5844,6879037005;-5844,68782556776;-5844,68774742993;1,0000652792498;-5845,88480370554
"1434";-5844,68782556776;-5844,68774742993;-5844,68766928699;1,00006535646604;-5845,88338952032
"1435";-5844,68774742993;-5844,68766928699;-5844,68759113895;1,00006524744512;-5845,88538729975
"1436";-5844,68766928699;-5844,68759113895;-5844,68751298579;1,00006541775966;-5845,8822690517
"1437";-5844,68759113895;-5844,68751298579;-5844,68743482755;1,00006520400836;-5845,88618543601
"1438";-5844,68751298579;-5844,68743482755;-5844,68735666419;1,00006532775946;-5845,8839147776
"1439";-5844,68743482755;-5844,68735666419;-5844,68727849574;1,000065195498;-5845,88634206451
"1440";-5844,68735666419;-5844,68727849574;-5844,6872003222;1,0000651098024;-5845,88792013378
"1441";-5844,68727849574;-5844,6872003222;-5844,68712214356;1,00006521027212;-5845,88607030048
"1442";-5844,6872003222;-5844,68712214356;-5844,68704395984;1,0000651245852;-5845,88764769975
"1443";-5844,68712214356;-5844,68704395984;-5844,68696577101;1,00006515524263;-5845,88708281774
"1444";-5844,68704395984;-5844,68696577101;-5844,6868875771;1,0000650695735;-5845,88866276189
"1445";-5844,68696577101;-5844,6868875771;-5844,68680937809;1,00006519328372;-5845,8863824318
"1446";-5844,6868875771;-5844,68680937809;-5844,68673117401;1,000064921532;-5845,89140333598
"1447";-5844,68680937809;-5844,68673117401;-5844,68665296483;1,00006509176386;-5845,88825301006
"1448";-5844,68673117401;-5844,68665296483;-5844,68657475057;1,00006500612418;-5845,88983590623
"1449";-5844,68665296483;-5844,68657475057;-5844,68649653123;1,00006493212918;-5845,89120702288
"1450";-5844,68657475057;-5844,68649653123;-5844,68641830681;1,00006505581568;-5845,88891673187
"1451";-5844,68649653123;-5844,68641830681;-5844,68634007731;1,00006480742226;-5845,8935253594
"1452";-5844,68641830681;-5844,68634007731;-5844,68626184273;1,00006504736814;-5845,88907259856
"1453";-5844,68634007731;-5844,68626184273;-5844,68618360307;1,00006479900752;-5845,89368241296
"1454";-5844,68626184273;-5844,68618360307;-5844,68610535834;1,00006494592702;-5845,89095100799
"1455";-5844,68618360307;-5844,68610535834;-5844,68602710853;1,00006481384843;-5845,89340610031
"1456";-5844,68610535834;-5844,68602710853;-5844,68594885365;1,00006482127083;-5845,89326785756
"1457";-5844,68602710853;-5844,68594885365;-5844,6858705937;1,00006475895825;-5845,89442949274
"1458";-5844,68594885365;-5844,6858705937;-5844,68579232868;1,00006488260084;-5845,89212656911
"1459";-5844,6858705937;-5844,68579232868;-5844,68571405859;1,00006461111517;-5845,89719506571
"1460";-5844,68579232868;-5844,68571405859;-5844,68563578344;1,00006485095986;-5845,89271481561
"1461";-5844,68571405859;-5844,68563578344;-5844,68555750322;1,00006467246649;-5845,89604608851
"1462";-5844,68563578344;-5844,68555750322;-5844,68547921794;1,00006463342889;-5845,89677715783
"1463";-5844,68555750322;-5844,68547921794;-5844,68540092759;1,00006472219326;-5845,89511600971
"1464";-5844,68547921794;-5844,68540092759;-5844,68532263219;1,00006460183511;-5845,89736965535
"1465";-5844,68540092759;-5844,68532263219;-5844,68524433172;1,00006467897535;-5845,89592418474
"1466";-5844,68532263219;-5844,68524433172;-5844,6851660262;1,00006453540692;-5845,8986173445
"1467";-5844,68524433172;-5844,6851660262;-5844,68508771563;1,00006449639829;-5845,8993512153
"1468";-5844,6851660262;-5844,68508771563;-5844,68500939999;1,00006465483401;-5845,89637587237
"1469";-5844,68508771563;-5844,68500939999;-5844,68493107931;1,00006446484292;-5845,89994578656
"1470";-5844,68500939999;-5844,68493107931;-5844,68485275357;1,00006453036214;-5845,89871223245
"1471";-5844,68493107931;-5844,68485275357;-5844,68477442279;1,00006439846958;-5845,901198141
"1472";-5844,68485275357;-5844,68477442279;-5844,68469608695;1,00006453365407;-5845,89865015213
"1473";-5844,68477442279;-5844,68469608695;-5844,68461774607;1,00006442499795;-5845,90069741689
"1474";-5844,68469608695;-5844,68461774607;-5844,68453940014;1,00006438601929;-5845,90143357223
"1475";-5844,68461774607;-5844,68453940014;-5844,68446104917;1,0000644050914;-5845,90107323965
"1476";-5844,68453940014;-5844,68446104917;-5844,68438269316;1,00006428486409;-5845,9033484346
"1477";-5844,68446104917;-5844,68438269316;-5844,68430433211;1,00006431555344;-5845,90276681998
"1478";-5844,68438269316;-5844,68430433211;-5844,68422596602;1,00006436944954;-5845,90174667536
"1479";-5844,68430433211;-5844,68422596602;-5844,68414759488;1,00006433048922;-5845,90248399187
"1480";-5844,68422596602;-5844,68414759488;-5844,68406921871;1,00006425672126;-5845,90388257582
"1481";-5844,68414759488;-5844,68406921871;-5844,68399083751;1,00006419457147;-5845,90506345864
"1482";-5844,68406921871;-5844,68399083751;-5844,68391245127;1,00006422526123;-5845,90448001187
"1483";-5844,68399083751;-5844,68391245127;-5844,68383406001;1,00006418632841;-5845,9052203111
"1484";-5844,68391245127;-5844,68383406001;-5844,68375566371;1,00006418220879;-5845,90529870236
"1485";-5844,68383406001;-5844,68375566371;-5844,68367726238;1,00006410848223;-5845,90670342118
"1486";-5844,68375566371;-5844,68367726238;-5844,68359885602;1,00006424357861;-5845,90413171165
"1487";-5844,68367726238;-5844,68359885602;-5844,68352044464;1,000063984257;-5845,90907808807
"1488";-5844,68359885602;-5844,68352044464;-5844,68344202824;1,00006411935145;-5845,90649609935
"1489";-5844,68352044464;-5844,68344202824;-5844,68336360681;1,00006406884733;-5845,90746014506
"1490";-5844,68344202824;-5844,68336360681;-5844,68328518036;1,00006399515761;-5845,90886958846
"1491";-5844,68336360681;-5844,68328518036;-5844,68320674889;1,00006403744964;-5845,90806023193
"1492";-5844,68328518036;-5844,68320674889;-5844,6831283124;1,00006398696493;-5845,90902656009
"1493";-5844,68320674889;-5844,6831283124;-5844,68304987089;1,00006400606147;-5845,90866083055
"1494";-5844,6831283124;-5844,68304987089;-5844,68297142437;1,00006381645201;-5845,91230209461
"1495";-5844,68304987089;-5844,68297142437;-5844,68289297284;1,00006399788084;-5845,90881726382
"1496";-5844,68297142437;-5844,68289297284;-5844,68281451629;1,00006392422691;-5845,91022969173
"1497";-5844,68289297284;-5844,68281451629;-5844,68273605473;1,00006375784816;-5845,91343247782
"1498";-5844,68281451629;-5844,68273605473;-5844,68265758816;1,0000639624321;-5845,9094963443
"1499";-5844,68273605473;-5844,68265758816;-5844,68257911659;1,00006373811491;-5845,91381375184
"1500";-5844,68265758816;-5844,68257911659;-5844,68250064001;1,00006383836367;-5845,91188040211
"1501";-5844,68257911659;-5844,68250064001;-5844,68242215842;1,00006375316296;-5845,91352325941
"1502";-5844,68250064001;-5844,68242215842;-5844,68234367183;1,00006381863058;-5845,91226042874
"1503";-5844,68242215842;-5844,68234367183;-5844,68226518024;1,00006365232744;-5845,91547360214
"1504";-5844,68234367183;-5844,68226518024;-5844,68218668364;1,00006372938621;-5845,91398255573
"1505";-5844,68226518024;-5844,68218668364;-5844,68210818206;1,00006364422007;-5845,91563079038
"1506";-5844,68218668364;-5844,68210818206;-5844,68202967547;1,00006368651249;-5845,91481169502
"1507";-5844,68210818206;-5844,68202967547;-5844,68195116389;1,00006362453203;-5845,91601254503
"1508";-5844,68202967547;-5844,68195116389;-5844,68187264731;1,0000636089;-5845,91631579917
"1509";-5844,68195116389;-5844,68187264731;-5844,68179412573;1,00006368593848;-5845,91482263476
"1510";-5844,68187264731;-5844,68179412573;-5844,68171559917;1,00006347339359;-5845,91895124998
"1511";-5844,68179412573;-5844,68171559917;-5844,68163706763;1,00006345778298;-5845,91925559068
"1512";-5844,68171559917;-5844,68163706763;-5844,68155853108;1,00006374328799;-5845,91371267181
"1513";-5844,68163706763;-5844,68155853108;-5844,68147998956;1,00006328758446;-5845,92258425712
"1514";-5844,68155853108;-5844,68147998956;-5844,68140144305;1,00006353833488;-5845,91768661969
"1515";-5844,68147998956;-5844,68140144305;-5844,68132289154;1,0000635690352;-5845,91708960053
"1516";-5844,68140144305;-5844,68132289154;-5844,68124433507;1,00006319448809;-5845,92441339474
"1517";-5844,68132289154;-5844,68124433507;-5844,68116577361;1,00006363044328;-5845,91589653195
"1518";-5844,68124433507;-5844,68116577361;-5844,68108720717;1,00006327908905;-5845,92275188133
"1519";-5844,68116577361;-5844,68108720717;-5844,68100863576;1,00006327508506;-5845,92283044777
"1520";-5844,68108720717;-5844,68100863576;-5844,68093005936;1,00006350258938;-5845,91838177962
"1521";-5844,68100863576;-5844,68093005936;-5844,680851478;1,00006317446672;-5845,92480858763
"1522";-5844,68093005936;-5844,680851478;-5844,68077289166;1,00006335565874;-5845,92125119644
"1523";-5844,680851478;-5844,68077289166;-5844,68069430034;1,00006325905953;-5845,9231453383
"1524";-5844,68077289166;-5844,68069430034;-5844,68061570406;1,00006320876824;-5845,92413381686
"1525";-5844,68069430034;-5844,68061570406;-5844,68053710282;1,00006318162969;-5845,92466791428
"1526";-5844,68061570406;-5844,68053710282;-5844,6804584966;1,00006321235101;-5845,92406330256
"1527";-5844,68053710282;-5844,6804584966;-5844,68037988542;1,00006321992573;-5845,92391430907
"1528";-5844,6804584966;-5844,68037988542;-5844,68030126928;1,00006307709482;-5845,92672997327
"1529";-5844,68037988542;-5844,68030126928;-5844,68022264817;1,00006316566678;-5845,92498232025
"1530";-5844,68030126928;-5844,68022264817;-5844,6801440221;1,00006313854099;-5845,92551706436
"1531";-5844,68022264817;-5844,6801440221;-5844,68006539107;1,00006294947728;-5845,92925720618
"1532";-5844,6801440221;-5844,68006539107;-5844,67998675509;1,00006316528057;-5845,92498962872
"1533";-5844,68006539107;-5844,67998675509;-5844,67990811414;1,00006305719801;-5845,92712347856
"1534";-5844,67998675509;-5844,67990811414;-5844,67982946825;1,00006281035381;-5845,9320247162
"1535";-5844,67990811414;-5844,67982946825;-5844,67975081739;1,0000632111639;-5845,92408528055
"1536";-5844,67982946825;-5844,67975081739;-5844,67967216159;1,00006291807607;-5845,92988132924
"1537";-5844,67975081739;-5844,67967216159;-5844,67959350084;1,00006285630279;-5845,93110991989
"1538";-5844,67967216159;-5844,67959350084;-5844,67951483514;1,00006287547661;-5845,93072829509
"1539";-5844,67959350084;-5844,67951483514;-5844,67943616449;1,00006301026172;-5845,92805199537
"1540";-5844,67951483514;-5844,67943616449;-5844,67935748889;1,00006277507593;-5845,93272961935
"1541";-5844,67943616449;-5844,67935748889;-5844,67927880836;1,00006282893578;-5845,93165523871
"1542";-5844,67935748889;-5844,67927880836;-5844,67920012287;1,00006296370058;-5845,92897487442
"1543";-5844,67927880836;-5844,67920012287;-5844,67912143245;1,00006261297817;-5845,93597496337
"1544";-5844,67920012287;-5844,67912143245;-5844,67904273709;1,00006293267878;-5845,92959049513
"1545";-5844,67912143245;-5844,67904273709;-5844,67896403679;1,00006259356096;-5845,93636525494
"1546";-5844,67904273709;-5844,67896403679;-5844,67888533156;1,00006279765905;-5845,93227884262
"1547";-5844,67896403679;-5844,67888533156;-5844,67880662138;1,00006272438151;-5845,93374302337
"1548";-5844,67888533156;-5844,67880662138;-5844,67872790628;1,00006269733744;-5845,93428429763
"1549";-5844,67880662138;-5844,67872790628;-5844,67864918624;1,00006256630989;-5845,93691354281
"1550";-5844,67872790628;-5844,67864918624;-5844,67857046128;1,00006270103802;-5845,93421003098
"1551";-5844,67864918624;-5844,67857046128;-5844,67849173138;1,00006260468436;-5845,9361424405
"1552";-5844,67857046128;-5844,67849173138;-5844,67841299656;1,00006248524437;-5845,93854627801
"1553";-5844,67849173138;-5844,67841299656;-5844,67833425681;1,00006274702164;-5845,93328939695
"1554";-5844,67841299656;-5844,67833425681;-5844,67825551214;1,00006239656545;-5845,94033752845
"1555";-5844,67833425681;-5844,67825551214;-5844,67817676254;1,00006260057094;-5845,93622485683
"1556";-5844,67825551214;-5844,67817676254;-5844,67809800803;1,00006238876679;-5845,94049554751
"1557";-5844,67817676254;-5844,67809800803;-5844,67801924858;1,00006260429574;-5845,93614973953
"1558";-5844,67809800803;-5844,67801924858;-5844,67794048423;1,0000623694216;-5845,94088737877
"1559";-5844,67801924858;-5844,67794048423;-5844,67786171496;1,00006238862597;-5845,94049864474
"1560";-5844,67794048423;-5844,67786171496;-5844,67778294077;1,00006243091913;-5845,93964333823
"1561";-5844,67786171496;-5844,67778294077;-5844,67770416168;1,000062334657;-5845,94159188148
"1562";-5844,67778294077;-5844,67770416168;-5844,67762537766;1,000062388496;-5845,9405012604
"1563";-5844,67770416168;-5844,67762537766;-5844,67754658874;1,00006234997146;-5845,94128151222
"1564";-5844,67762537766;-5844,67754658874;-5844,67746779491;1,00006231145389;-5845,94206263622
"1565";-5844,67754658874;-5844,67746779491;-5844,67738899617;1,00006228448598;-5845,94261014572
"1566";-5844,67746779491;-5844,67738899617;-5844,67731019252;1,00006223443889;-5845,94362753581
"1567";-5844,67738899617;-5844,67731019252;-5844,67723138398;1,00006216131834;-5845,94511701604
"1568";-5844,67731019252;-5844,67723138398;-5844,67715257052;1,00006229594127;-5845,94237725704
"1569";-5844,67723138398;-5844,67715257052;-5844,67707375216;1,00006226898104;-5845,9429250196
"1570";-5844,67715257052;-5844,67707375216;-5844,67699492892;1,00006201124317;-5845,94818596075
"1571";-5844,67707375216;-5844,67699492892;-5844,67691610077;1,00006214585889;-5845,94543257227
"1572";-5844,67699492892;-5844,67691610077;-5844,67683726772;1,00006214199702;-5845,94551140042
"1573";-5844,67691610077;-5844,67683726772;-5844,67675842978;1,00006218428353;-5845,94464873132
"1574";-5844,67683726772;-5844,67675842978;-5844,67667958694;1,00006205351807;-5845,94732039197
"1575";-5844,67675842978;-5844,67667958694;-5844,67660073921;1,00006198045444;-5845,94881815252
"1576";-5844,67667958694;-5844,67660073921;-5844,67652188659;1,00006204582205;-5845,94747790664
"1577";-5844,67660073921;-5844,67652188659;-5844,67644302908;1,00006201890438;-5845,94802949723
"1578";-5844,67652188659;-5844,67644302908;-5844,67636416669;1,00006198045809;-5845,94881820948
"1579";-5844,67644302908;-5844,67636416669;-5844,6762852994;1,00006194201872;-5845,9496078077
"1580";-5844,67636416669;-5844,6762852994;-5844,67620642724;1,00006186899035;-5845,95111070762
"1581";-5844,6762852994;-5844,67620642724;-5844,6761275502;1,00006188822532;-5845,95071448968
"1582";-5844,67620642724;-5844,6761275502;-5844,67604866827;1,00006202276186;-5845,94794989335
"1583";-5844,6761275502;-5844,67604866827;-5844,67596978146;1,00006179984865;-5845,95253738037
"1584";-5844,67604866827;-5844,67596978146;-5844,67589088977;1,00006186520432;-5845,95118887143
"1585";-5844,67596978146;-5844,67589088977;-5844,6758119932;1,00006179220687;-5845,95269533549
"1586";-5844,67589088977;-5844,6758119932;-5844,67573309177;1,00006176533346;-5845,9532508589
"1587";-5844,6758119932;-5844,67573309177;-5844,67565418546;1,0000617384648;-5845,95380680208
"1588";-5844,67573309177;-5844,67565418546;-5844,67557527427;1,00006182686348;-5845,9519794405
"1589";-5844,67565418546;-5844,67557527427;-5844,67549635821;1,00006170778567;-5845,95444237142
"1590";-5844,67557527427;-5844,67549635821;-5844,67541743729;1,00006161177936;-5845,95643516105
"1591";-5844,67549635821;-5844,67541743729;-5844,67533851151;1,00006171170073;-5845,954361111
"1592";-5844,67541743729;-5844,67533851151;-5844,67525958084;1,00006176550971;-5845,9532469187
"1593";-5844,67533851151;-5844,67525958084;-5844,67518064532;1,00006149667277;-5845,95883338333
"1594";-5844,67525958084;-5844,67518064532;-5844,67510170494;1,00006159658912;-5845,9567512873
"1595";-5844,67518064532;-5844,67510170494;-5844,67502275969;1,0000616849655;-5845,95491517414
"1596";-5844,67510170494;-5844,67502275969;-5844,67494380959;1,00006141618747;-5845,96051607128
"1597";-5844,67502275969;-5844,67494380959;-5844,67486485463;1,00006163129324;-5845,95602943764
"1598";-5844,67494380959;-5844,67486485463;-5844,67478589481;1,00006150078432;-5845,95874798999
"1599";-5844,67486485463;-5844,67478589481;-5844,67470693013;1,00006155459446;-5845,95762563797
"1600";-5844,67478589481;-5844,67470693013;-5844,67462796061;1,00006125134447;-5845,9639768641
"1601";-5844,67470693013;-5844,67462796061;-5844,67454898623;1,00006166220623;-5845,95538632287
"1602";-5844,67462796061;-5844,67454898623;-5844,674470007;1,00006130139816;-5845,96292461671
"1603";-5844,67454898623;-5844,674470007;-5844,67439102293;1,00006133218739;-5845,96227784231
"1604";-5844,674470007;-5844,67439102293;-5844,674312034;1,00006150114968;-5845,95873984411
"1605";-5844,67439102293;-5844,674312034;-5844,67423304023;1,00006130162604;-5845,96292012395
"1606";-5844,674312034;-5844,67423304023;-5844,67415404161;1,00006132089538;-5845,96251519466
"1607";-5844,67423304023;-5844,67415404161;-5844,67407503816;1,00006128259698;-5845,96332030327
"1608";-5844,67415404161;-5844,67407503816;-5844,67399602986;1,00006129035374;-5845,96315714946
"1609";-5844,67407503816;-5844,67399602986;-5844,67391701672;1,00006121752917;-5845,96469064567
"1610";-5844,67399602986;-5844,67391701672;-5844,67383799875;1,00006128284588;-5845,96331499281
"1611";-5844,67391701672;-5844,67383799875;-5844,67375897593;1,00006119852072;-5845,96509164836
"1612";-5844,67383799875;-5844,67375897593;-5844,67367994829;1,00006111421081;-5845,96687299296
"1613";-5844,67375897593;-5844,67367994829;-5844,6736009158;1,00006129461312;-5845,9630670997
"1614";-5844,67367994829;-5844,6736009158;-5844,6735218785;1,00006096863627;-5845,96996097801
"1615";-5844,6736009158;-5844,6735218785;-5844,67344283635;1,0000612410911;-5845,96419361576
"1616";-5844,6735218785;-5844,67344283635;-5844,67336378938;1,00006100721181;-5845,96914157824
"1617";-5844,67344283635;-5844,67336378938;-5844,67328473759;1,00006111854766;-5845,96678128449
"1618";-5844,67336378938;-5844,67328473759;-5844,67320568097;1,00006099976194;-5845,96929997519
"1619";-5844,67328473759;-5844,67320568097;-5844,67312661952;1,00006107657161;-5845,96767011111
"1620";-5844,67320568097;-5844,67312661952;-5844,67304755325;1,00006094630142;-5845,9704369752
"1621";-5844,67312661952;-5844,67304755325;-5844,67296848216;1,00006095409014;-5845,97027120481
"1622";-5844,67304755325;-5844,67296848216;-5844,67288940626;1,00006092737048;-5845,97084010136
"1623";-5844,67296848216;-5844,67288940626;-5844,67281032552;1,00006102717242;-5845,96871760239
"1624";-5844,67288940626;-5844,67281032552;-5844,67273123998;1,00006087393744;-5845,97197952737
"1625";-5844,67281032552;-5844,67273123998;-5844,67265214963;1,00006076673078;-5845,9742715642
"1626";-5844,67273123998;-5844,67265214963;-5844,67257305446;1,00006094702944;-5845,97042123745
"1627";-5844,67265214963;-5844,67257305446;-5844,67249395448;1,00006080533026;-5845,97344552517
"1628";-5844,67257305446;-5844,67249395448;-5844,67241484969;1,00006084762536;-5845,97254129063
"1629";-5844,67249395448;-5844,67241484969;-5844,67233574009;1,00006072894975;-5845,97508182374
"1630";-5844,67241484969;-5844,67233574009;-5844,67225662568;1,00006075975189;-5845,97442143699
"1631";-5844,67233574009;-5844,67225662568;-5844,67217750647;1,00006076755631;-5845,9742542092
"1632";-5844,67225662568;-5844,67217750647;-5844,67209838246;1,00006072937811;-5845,97507272461
"1633";-5844,67217750647;-5844,67209838246;-5844,67201925364;1,00006069120663;-5845,97589217496
"1634";-5844,67209838246;-5844,67201925364;-5844,67194012002;1,00006064154804;-5845,97695983518
"1635";-5844,67201925364;-5844,67194012002;-5844,67186098161;1,00006061488456;-5845,97753385682
"1636";-5844,67194012002;-5844,67186098161;-5844,67178183839;1,00006065718044;-5845,9766234743
"1637";-5844,67186098161;-5844,67178183839;-5844,67170269039;1,0000605615673;-5845,97868340178
"1638";-5844,67178183839;-5844,67170269039;-5844,67162353758;1,00006064982832;-5845,97678152559
"1639";-5844,67170269039;-5844,67162353758;-5844,67154437998;1,00006050826576;-5845,97983483257
"1640";-5844,67162353758;-5844,67154437998;-5844,6714652176;1,0000604356667;-5845,98140633669
"1641";-5844,67154437998;-5844,6714652176;-5844,67138605042;1,00006067328295;-5845,97627649254
"1642";-5844,6714652176;-5844,67138605042;-5844,67130687846;1,00006026751216;-5845,9850615624
"1643";-5844,67138605042;-5844,67130687846;-5844,6712277017;1,00006068892092;-5845,97593972673
"1644";-5844,67130687846;-5844,6712277017;-5844,67114852017;1,00006024873619;-5845,98547153589
"1645";-5844,6712277017;-5844,67114852017;-5844,67106933385;1,00006050928904;-5845,97981240509
"1646";-5844,67114852017;-5844,67106933385;-5844,67099014275;1,00006031037435;-5845,98412861906
"1647";-5844,67106933385;-5844,67099014275;-5844,67091094687;1,00006041010051;-5845,98196099528
"1648";-5844,67099014275;-5844,67091094687;-5844,67083174621;1,00006038348312;-5845,98253887889
"1649";-5844,67091094687;-5844,67083174621;-5844,67075254078;1,00006019610241;-5845,98662176405
