"";"lm1";"l0";"l1";"a";"l_stop0";"l_stop"
"6415";-5844,27339649016;-5844,27339649016;-5844,27331667617;Inf;NA;-5844,27339649016
"6416";-5844,27331667617;-5844,27331667617;-5844,27323686685;Inf;NA;-5844,27331667617
"6417";-5844,27323686685;-5844,27323686685;-5844,27315706221;Inf;NA;-5844,27323686685
"6418";-5844,27315706221;-5844,27315706221;-5844,27307726225;Inf;NA;-5844,27315706221
"6419";-5844,27307726225;-5844,27307726225;-5844,27299746697;Inf;NA;-5844,27307726225
"6420";-5844,27299746697;-5844,27299746697;-5844,27291767636;Inf;NA;-5844,27299746697
"6421";-5844,27291767636;-5844,27291767636;-5844,27283789045;Inf;NA;-5844,27291767636
"6422";-5844,27283789045;-5844,27283789045;-5844,27275810921;Inf;NA;-5844,27283789045
"6423";-5844,27275810921;-5844,27275810921;-5844,27267833267;Inf;NA;-5844,27275810921
"6424";-5844,27267833267;-5844,27267833267;-5844,2725985608;Inf;NA;-5844,27267833267
"6425";-5844,2725985608;-5844,2725985608;-5844,27251879363;Inf;NA;-5844,2725985608
"6426";-5844,27251879363;-5844,27251879363;-5844,27243903115;Inf;NA;-5844,27251879363
"6427";-5844,27243903115;-5844,27243903115;-5844,27235927336;Inf;NA;-5844,27243903115
"6428";-5844,27235927336;-5844,27235927336;-5844,27227952027;Inf;NA;-5844,27235927336
"6429";-5844,27227952027;-5844,27227952027;-5844,27219977187;Inf;NA;-5844,27227952027
"6430";-5844,27219977187;-5844,27219977187;-5844,27212002817;Inf;NA;-5844,27219977187
"6431";-5844,27212002817;-5844,27212002817;-5844,27204028918;Inf;NA;-5844,27212002817
"6432";-5844,27204028918;-5844,27204028918;-5844,27196055488;Inf;NA;-5844,27204028918
"6433";-5844,27196055488;-5844,27196055488;-5844,27188082528;Inf;NA;-5844,27196055488
"6434";-5844,27188082528;-5844,27188082528;-5844,2718011004;Inf;NA;-5844,27188082528
"6435";-5844,2718011004;-5844,2718011004;-5844,27172138022;Inf;NA;-5844,2718011004
"6436";-5844,27172138022;-5844,27172138022;-5844,27164166474;Inf;NA;-5844,27172138022
"6437";-5844,27164166474;-5844,27164166474;-5844,27156195398;Inf;NA;-5844,27164166474
"6438";-5844,27156195398;-5844,27156195398;-5844,27148224793;Inf;NA;-5844,27156195398
"6439";-5844,27148224793;-5844,27148224793;-5844,27140254659;Inf;NA;-5844,27148224793
"6440";-5844,27140254659;-5844,27140254659;-5844,27132284997;Inf;NA;-5844,27140254659
"6441";-5844,27132284997;-5844,27132284997;-5844,27124315807;Inf;NA;-5844,27132284997
"6442";-5844,27124315807;-5844,27124315807;-5844,27116347088;Inf;NA;-5844,27124315807
"6443";-5844,27116347088;-5844,27116347088;-5844,27108378842;Inf;NA;-5844,27116347088
"6444";-5844,27108378842;-5844,27108378842;-5844,27100411068;Inf;NA;-5844,27108378842
"6445";-5844,27100411068;-5844,27100411068;-5844,27092443767;Inf;NA;-5844,27100411068
"6446";-5844,27092443767;-5844,27092443767;-5844,27084476937;Inf;NA;-5844,27092443767
"6447";-5844,27084476937;-5844,27084476937;-5844,27076510581;Inf;NA;-5844,27084476937
"6448";-5844,27076510581;-5844,27076510581;-5844,27068544698;Inf;NA;-5844,27076510581
"6449";-5844,27068544698;-5844,27068544698;-5844,27060579288;Inf;NA;-5844,27068544698
"6450";-5844,27060579288;-5844,27060579288;-5844,2705261435;Inf;NA;-5844,27060579288
"6451";-5844,2705261435;-5844,2705261435;-5844,27044649887;Inf;NA;-5844,2705261435
"6452";-5844,27044649887;-5844,27044649887;-5844,27036685897;Inf;NA;-5844,27044649887
"6453";-5844,27036685897;-5844,27036685897;-5844,27028722381;Inf;NA;-5844,27036685897
"6454";-5844,27028722381;-5844,27028722381;-5844,27020759339;Inf;NA;-5844,27028722381
"6455";-5844,27020759339;-5844,27020759339;-5844,27012796771;Inf;NA;-5844,27020759339
"6456";-5844,27012796771;-5844,27012796771;-5844,27004834677;Inf;NA;-5844,27012796771
"6457";-5844,27004834677;-5844,27004834677;-5844,26996873058;Inf;NA;-5844,27004834677
"6458";-5844,26996873058;-5844,26996873058;-5844,26988911913;Inf;NA;-5844,26996873058
"6459";-5844,26988911913;-5844,26988911913;-5844,26980951244;Inf;NA;-5844,26988911913
"6460";-5844,26980951244;-5844,26980951244;-5844,26972991049;Inf;NA;-5844,26980951244
"6461";-5844,26972991049;-5844,26972991049;-5844,2696503133;Inf;NA;-5844,26972991049
"6462";-5844,2696503133;-5844,2696503133;-5844,26957072086;Inf;NA;-5844,2696503133
"6463";-5844,26957072086;-5844,26957072086;-5844,26949113317;Inf;NA;-5844,26957072086
"6464";-5844,26949113317;-5844,26949113317;-5844,26941155025;Inf;NA;-5844,26949113317
"6465";-5844,26941155025;-5844,26941155025;-5844,26933197207;Inf;NA;-5844,26941155025
"6466";-5844,26933197207;-5844,26933197207;-5844,26925239866;Inf;NA;-5844,26933197207
"6467";-5844,26925239866;-5844,26925239866;-5844,26917283001;Inf;NA;-5844,26925239866
"6468";-5844,26917283001;-5844,26917283001;-5844,26909326613;Inf;NA;-5844,26917283001
"6469";-5844,26909326613;-5844,26909326613;-5844,26901370702;Inf;NA;-5844,26909326613
"6470";-5844,26901370702;-5844,26901370702;-5844,26893415266;Inf;NA;-5844,26901370702
"6471";-5844,26893415266;-5844,26893415266;-5844,26885460308;Inf;NA;-5844,26893415266
"6472";-5844,26885460308;-5844,26885460308;-5844,26877505827;Inf;NA;-5844,26885460308
"6473";-5844,26877505827;-5844,26877505827;-5844,26869551823;Inf;NA;-5844,26877505827
"6474";-5844,26869551823;-5844,26869551823;-5844,26861598297;Inf;NA;-5844,26869551823
"6475";-5844,26861598297;-5844,26861598297;-5844,26853645248;Inf;NA;-5844,26861598297
"6476";-5844,26853645248;-5844,26853645248;-5844,26845692677;Inf;NA;-5844,26853645248
"6477";-5844,26845692677;-5844,26845692677;-5844,26837740584;Inf;NA;-5844,26845692677
"6478";-5844,26837740584;-5844,26837740584;-5844,26829788969;Inf;NA;-5844,26837740584
"6479";-5844,26829788969;-5844,26829788969;-5844,26821837832;Inf;NA;-5844,26829788969
"6480";-5844,26821837832;-5844,26821837832;-5844,26813887174;Inf;NA;-5844,26821837832
"6481";-5844,26813887174;-5844,26813887174;-5844,26805936995;Inf;NA;-5844,26813887174
"6482";-5844,26805936995;-5844,26805936995;-5844,26797987294;Inf;NA;-5844,26805936995
"6483";-5844,26797987294;-5844,26797987294;-5844,26790038072;Inf;NA;-5844,26797987294
"6484";-5844,26790038072;-5844,26790038072;-5844,26782089329;Inf;NA;-5844,26790038072
"6485";-5844,26782089329;-5844,26782089329;-5844,26774141066;Inf;NA;-5844,26782089329
"6486";-5844,26774141066;-5844,26774141066;-5844,26766193281;Inf;NA;-5844,26774141066
"6487";-5844,26766193281;-5844,26766193281;-5844,26758245977;Inf;NA;-5844,26766193281
"6488";-5844,26758245977;-5844,26758245977;-5844,26750299153;Inf;NA;-5844,26758245977
"6489";-5844,26750299153;-5844,26750299153;-5844,26742352808;Inf;NA;-5844,26750299153
"6490";-5844,26742352808;-5844,26742352808;-5844,26734406944;Inf;NA;-5844,26742352808
"6491";-5844,26734406944;-5844,26734406944;-5844,2672646156;Inf;NA;-5844,26734406944
"6492";-5844,2672646156;-5844,2672646156;-5844,26718516657;Inf;NA;-5844,2672646156
"6493";-5844,26718516657;-5844,26718516657;-5844,26710572234;Inf;NA;-5844,26718516657
"6494";-5844,26710572234;-5844,26710572234;-5844,26702628291;Inf;NA;-5844,26710572234
"6495";-5844,26702628291;-5844,26702628291;-5844,26694684831;Inf;NA;-5844,26702628291
"6496";-5844,26694684831;-5844,26694684831;-5844,26686741851;Inf;NA;-5844,26694684831
"6497";-5844,26686741851;-5844,26686741851;-5844,26678799353;Inf;NA;-5844,26686741851
"6498";-5844,26678799353;-5844,26678799353;-5844,26670857336;Inf;NA;-5844,26678799353
"6499";-5844,26670857336;-5844,26670857336;-5844,26662915801;Inf;NA;-5844,26670857336
"6500";-5844,26662915801;-5844,26662915801;-5844,26654974747;Inf;NA;-5844,26662915801
"6501";-5844,26654974747;-5844,26654974747;-5844,26647034176;Inf;NA;-5844,26654974747
"6502";-5844,26647034176;-5844,26647034176;-5844,26639094087;Inf;NA;-5844,26647034176
"6503";-5844,26639094087;-5844,26639094087;-5844,26631154481;Inf;NA;-5844,26639094087
"6504";-5844,26631154481;-5844,26631154481;-5844,26623215357;Inf;NA;-5844,26631154481
"6505";-5844,26623215357;-5844,26623215357;-5844,26615276715;Inf;NA;-5844,26623215357
"6506";-5844,26615276715;-5844,26615276715;-5844,26607338557;Inf;NA;-5844,26615276715
"6507";-5844,26607338557;-5844,26607338557;-5844,26599400881;Inf;NA;-5844,26607338557
"6508";-5844,26599400881;-5844,26599400881;-5844,2659146369;Inf;NA;-5844,26599400881
"6509";-5844,2659146369;-5844,2659146369;-5844,26583526981;Inf;NA;-5844,2659146369
"6510";-5844,26583526981;-5844,26583526981;-5844,26575590756;Inf;NA;-5844,26583526981
"6511";-5844,26575590756;-5844,26575590756;-5844,26567655014;Inf;NA;-5844,26575590756
"6512";-5844,26567655014;-5844,26567655014;-5844,26559719757;Inf;NA;-5844,26567655014
"6513";-5844,26559719757;-5844,26559719757;-5844,26551784983;Inf;NA;-5844,26559719757
"6514";-5844,26551784983;-5844,26551784983;-5844,26543850694;Inf;NA;-5844,26551784983
"6515";-5844,26543850694;-5844,26543850694;-5844,2653591689;Inf;NA;-5844,26543850694
"6516";-5844,2653591689;-5844,2653591689;-5844,2652798357;Inf;NA;-5844,2653591689
"6517";-5844,2652798357;-5844,2652798357;-5844,26520050734;Inf;NA;-5844,2652798357
"6518";-5844,26520050734;-5844,26520050734;-5844,26512118384;Inf;NA;-5844,26520050734
"6519";-5844,26512118384;-5844,26512118384;-5844,26504186519;Inf;NA;-5844,26512118384
"6520";-5844,26504186519;-5844,26504186519;-5844,26496255139;Inf;NA;-5844,26504186519
"6521";-5844,26496255139;-5844,26496255139;-5844,26488324245;Inf;NA;-5844,26496255139
"6522";-5844,26488324245;-5844,26488324245;-5844,26480393835;Inf;NA;-5844,26488324245
"6523";-5844,26480393835;-5844,26480393835;-5844,26472463913;Inf;NA;-5844,26480393835
"6524";-5844,26472463913;-5844,26472463913;-5844,26464534476;Inf;NA;-5844,26472463913
"6525";-5844,26464534476;-5844,26464534476;-5844,26456605525;Inf;NA;-5844,26464534476
"6526";-5844,26456605525;-5844,26456605525;-5844,2644867706;Inf;NA;-5844,26456605525
"6527";-5844,2644867706;-5844,2644867706;-5844,26440749082;Inf;NA;-5844,2644867706
"6528";-5844,26440749082;-5844,26440749082;-5844,26432821591;Inf;NA;-5844,26440749082
"6529";-5844,26432821591;-5844,26432821591;-5844,26424894586;Inf;NA;-5844,26432821591
"6530";-5844,26424894586;-5844,26424894586;-5844,26416968068;Inf;NA;-5844,26424894586
"6531";-5844,26416968068;-5844,26416968068;-5844,26409042038;Inf;NA;-5844,26416968068
"6532";-5844,26409042038;-5844,26409042038;-5844,26401116495;Inf;NA;-5844,26409042038
"6533";-5844,26401116495;-5844,26401116495;-5844,26393191439;Inf;NA;-5844,26401116495
"6534";-5844,26393191439;-5844,26393191439;-5844,2638526687;Inf;NA;-5844,26393191439
"6535";-5844,2638526687;-5844,2638526687;-5844,2637734279;Inf;NA;-5844,2638526687
"6536";-5844,2637734279;-5844,2637734279;-5844,26369419198;Inf;NA;-5844,2637734279
"6537";-5844,26369419198;-5844,26369419198;-5844,26361496094;Inf;NA;-5844,26369419198
"6538";-5844,26361496094;-5844,26361496094;-5844,26353573478;Inf;NA;-5844,26361496094
"6539";-5844,26353573478;-5844,26353573478;-5844,26345651351;Inf;NA;-5844,26353573478
"6540";-5844,26345651351;-5844,26345651351;-5844,26337729713;Inf;NA;-5844,26345651351
"6541";-5844,26337729713;-5844,26337729713;-5844,26329808563;Inf;NA;-5844,26337729713
"6542";-5844,26329808563;-5844,26329808563;-5844,26321887903;Inf;NA;-5844,26329808563
"6543";-5844,26321887903;-5844,26321887903;-5844,2631396773;Inf;NA;-5844,26321887903
"6544";-5844,2631396773;-5844,2631396773;-5844,26306048049;Inf;NA;-5844,2631396773
"6545";-5844,26306048049;-5844,26306048049;-5844,26298128856;Inf;NA;-5844,26306048049
"6546";-5844,26298128856;-5844,26298128856;-5844,26290210153;Inf;NA;-5844,26298128856
"6547";-5844,26290210153;-5844,26290210153;-5844,26282291941;Inf;NA;-5844,26290210153
"6548";-5844,26282291941;-5844,26282291941;-5844,26274374217;Inf;NA;-5844,26282291941
"6549";-5844,26274374217;-5844,26274374217;-5844,26266456985;Inf;NA;-5844,26274374217
"6550";-5844,26266456985;-5844,26266456985;-5844,26258540242;Inf;NA;-5844,26266456985
"6551";-5844,26258540242;-5844,26258540242;-5844,2625062399;Inf;NA;-5844,26258540242
"6552";-5844,2625062399;-5844,2625062399;-5844,26242708229;Inf;NA;-5844,2625062399
"6553";-5844,26242708229;-5844,26242708229;-5844,26234792958;Inf;NA;-5844,26242708229
"6554";-5844,26234792958;-5844,26234792958;-5844,2622687818;Inf;NA;-5844,26234792958
"6555";-5844,2622687818;-5844,2622687818;-5844,26218963891;Inf;NA;-5844,2622687818
"6556";-5844,26218963891;-5844,26218963891;-5844,26211050095;Inf;NA;-5844,26218963891
"6557";-5844,26211050095;-5844,26211050095;-5844,26203136789;Inf;NA;-5844,26211050095
"6558";-5844,26203136789;-5844,26203136789;-5844,26195223977;Inf;NA;-5844,26203136789
"6559";-5844,26195223977;-5844,26195223977;-5844,26187311655;Inf;NA;-5844,26195223977
"6560";-5844,26187311655;-5844,26187311655;-5844,26179399825;Inf;NA;-5844,26187311655
"6561";-5844,26179399825;-5844,26179399825;-5844,26171488488;Inf;NA;-5844,26179399825
"6562";-5844,26171488488;-5844,26171488488;-5844,26163577643;Inf;NA;-5844,26171488488
"6563";-5844,26163577643;-5844,26163577643;-5844,26155667291;Inf;NA;-5844,26163577643
"6564";-5844,26155667291;-5844,26155667291;-5844,26147757432;Inf;NA;-5844,26155667291
"6565";-5844,26147757432;-5844,26147757432;-5844,26139848064;Inf;NA;-5844,26147757432
"6566";-5844,26139848064;-5844,26139848064;-5844,26131939191;Inf;NA;-5844,26139848064
"6567";-5844,26131939191;-5844,26131939191;-5844,26124030811;Inf;NA;-5844,26131939191
"6568";-5844,26124030811;-5844,26124030811;-5844,26116122923;Inf;NA;-5844,26124030811
"6569";-5844,26116122923;-5844,26116122923;-5844,26108215531;Inf;NA;-5844,26116122923
"6570";-5844,26108215531;-5844,26108215531;-5844,26100308631;Inf;NA;-5844,26108215531
"6571";-5844,26100308631;-5844,26100308631;-5844,26092402226;Inf;NA;-5844,26100308631
"6572";-5844,26092402226;-5844,26092402226;-5844,26084496314;Inf;NA;-5844,26092402226
"6573";-5844,26084496314;-5844,26084496314;-5844,26076590896;Inf;NA;-5844,26084496314
"6574";-5844,26076590896;-5844,26076590896;-5844,26068685974;Inf;NA;-5844,26076590896
"6575";-5844,26068685974;-5844,26068685974;-5844,26060781545;Inf;NA;-5844,26068685974
"6576";-5844,26060781545;-5844,26060781545;-5844,26052877612;Inf;NA;-5844,26060781545
"6577";-5844,26052877612;-5844,26052877612;-5844,26044974173;Inf;NA;-5844,26052877612
"6578";-5844,26044974173;-5844,26044974173;-5844,26037071229;Inf;NA;-5844,26044974173
"6579";-5844,26037071229;-5844,26037071229;-5844,26029168781;Inf;NA;-5844,26037071229
"6580";-5844,26029168781;-5844,26029168781;-5844,26021266829;Inf;NA;-5844,26029168781
"6581";-5844,26021266829;-5844,26021266829;-5844,26013365371;Inf;NA;-5844,26021266829
"6582";-5844,26013365371;-5844,26013365371;-5844,26005464409;Inf;NA;-5844,26013365371
"6583";-5844,26005464409;-5844,26005464409;-5844,25997563944;Inf;NA;-5844,26005464409
"6584";-5844,25997563944;-5844,25997563944;-5844,25989663974;Inf;NA;-5844,25997563944
"6585";-5844,25989663974;-5844,25989663974;-5844,259817645;Inf;NA;-5844,25989663974
"6586";-5844,259817645;-5844,259817645;-5844,25973865524;Inf;NA;-5844,259817645
"6587";-5844,25973865524;-5844,25973865524;-5844,25965967043;Inf;NA;-5844,25973865524
"6588";-5844,25965967043;-5844,25965967043;-5844,2595806906;Inf;NA;-5844,25965967043
"6589";-5844,2595806906;-5844,2595806906;-5844,25950171574;Inf;NA;-5844,2595806906
"6590";-5844,25950171574;-5844,25950171574;-5844,25942274584;Inf;NA;-5844,25950171574
"6591";-5844,25942274584;-5844,25942274584;-5844,25934378092;Inf;NA;-5844,25942274584
"6592";-5844,25934378092;-5844,25934378092;-5844,25926482097;Inf;NA;-5844,25934378092
"6593";-5844,25926482097;-5844,25926482097;-5844,25918586599;Inf;NA;-5844,25926482097
"6594";-5844,25918586599;-5844,25918586599;-5844,25910691601;Inf;NA;-5844,25918586599
"6595";-5844,25910691601;-5844,25910691601;-5844,25902797099;Inf;NA;-5844,25910691601
"6596";-5844,25902797099;-5844,25902797099;-5844,25894903095;Inf;NA;-5844,25902797099
"6597";-5844,25894903095;-5844,25894903095;-5844,25887009591;Inf;NA;-5844,25894903095
"6598";-5844,25887009591;-5844,25887009591;-5844,25879116583;Inf;NA;-5844,25887009591
"6599";-5844,25879116583;-5844,25879116583;-5844,25871224075;Inf;NA;-5844,25879116583
"6600";-5844,25871224075;-5844,25871224075;-5844,25863332066;Inf;NA;-5844,25871224075
"6601";-5844,25863332066;-5844,25863332066;-5844,25855440556;Inf;NA;-5844,25863332066
"6602";-5844,25855440556;-5844,25855440556;-5844,25847549544;Inf;NA;-5844,25855440556
"6603";-5844,25847549544;-5844,25847549544;-5844,25839659033;Inf;NA;-5844,25847549544
"6604";-5844,25839659033;-5844,25839659033;-5844,2583176902;Inf;NA;-5844,25839659033
"6605";-5844,2583176902;-5844,2583176902;-5844,25823879507;Inf;NA;-5844,2583176902
"6606";-5844,25823879507;-5844,25823879507;-5844,25815990494;Inf;NA;-5844,25823879507
"6607";-5844,25815990494;-5844,25815990494;-5844,2580810198;Inf;NA;-5844,25815990494
"6608";-5844,2580810198;-5844,2580810198;-5844,25800213968;Inf;NA;-5844,2580810198
"6609";-5844,25800213968;-5844,25800213968;-5844,25792326454;Inf;NA;-5844,25800213968
"6610";-5844,25792326454;-5844,25792326454;-5844,25784439442;Inf;NA;-5844,25792326454
"6611";-5844,25784439442;-5844,25784439442;-5844,2577655293;Inf;NA;-5844,25784439442
"6612";-5844,2577655293;-5844,2577655293;-5844,25768666919;Inf;NA;-5844,2577655293
"6613";-5844,25768666919;-5844,25768666919;-5844,25760781408;Inf;NA;-5844,25768666919
"6614";-5844,25760781408;-5844,25760781408;-5844,257528964;Inf;NA;-5844,25760781408
"6615";-5844,257528964;-5844,257528964;-5844,25745011892;Inf;NA;-5844,257528964
"6616";-5844,25745011892;-5844,25745011892;-5844,25737127885;Inf;NA;-5844,25745011892
"6617";-5844,25737127885;-5844,25737127885;-5844,25729244381;Inf;NA;-5844,25737127885
"6618";-5844,25729244381;-5844,25729244381;-5844,25721361378;Inf;NA;-5844,25729244381
"6619";-5844,25721361378;-5844,25721361378;-5844,25713478877;Inf;NA;-5844,25721361378
"6620";-5844,25713478877;-5844,25713478877;-5844,25705596877;Inf;NA;-5844,25713478877
"6621";-5844,25705596877;-5844,25705596877;-5844,25697715381;Inf;NA;-5844,25705596877
"6622";-5844,25697715381;-5844,25697715381;-5844,25689834387;Inf;NA;-5844,25697715381
"6623";-5844,25689834387;-5844,25689834387;-5844,25681953895;Inf;NA;-5844,25689834387
"6624";-5844,25681953895;-5844,25681953895;-5844,25674073906;Inf;NA;-5844,25681953895
"6625";-5844,25674073906;-5844,25674073906;-5844,2566619442;Inf;NA;-5844,25674073906
"6626";-5844,2566619442;-5844,2566619442;-5844,25658315437;Inf;NA;-5844,2566619442
"6627";-5844,25658315437;-5844,25658315437;-5844,25650436958;Inf;NA;-5844,25658315437
"6628";-5844,25650436958;-5844,25650436958;-5844,25642558982;Inf;NA;-5844,25650436958
"6629";-5844,25642558982;-5844,25642558982;-5844,25634681509;Inf;NA;-5844,25642558982
"6630";-5844,25634681509;-5844,25634681509;-5844,2562680454;Inf;NA;-5844,25634681509
"6631";-5844,2562680454;-5844,2562680454;-5844,25618928075;Inf;NA;-5844,2562680454
"6632";-5844,25618928075;-5844,25618928075;-5844,25611052114;Inf;NA;-5844,25618928075
"6633";-5844,25611052114;-5844,25611052114;-5844,25603176658;Inf;NA;-5844,25611052114
"6634";-5844,25603176658;-5844,25603176658;-5844,25595301706;Inf;NA;-5844,25603176658
"6635";-5844,25595301706;-5844,25595301706;-5844,25587427258;Inf;NA;-5844,25595301706
"6636";-5844,25587427258;-5844,25587427258;-5844,25579553315;Inf;NA;-5844,25587427258
"6637";-5844,25579553315;-5844,25579553315;-5844,25571679877;Inf;NA;-5844,25579553315
"6638";-5844,25571679877;-5844,25571679877;-5844,25563806945;Inf;NA;-5844,25571679877
"6639";-5844,25563806945;-5844,25563806945;-5844,25555934517;Inf;NA;-5844,25563806945
"6640";-5844,25555934517;-5844,25555934517;-5844,25548062595;Inf;NA;-5844,25555934517
"6641";-5844,25548062595;-5844,25548062595;-5844,25540191178;Inf;NA;-5844,25548062595
"6642";-5844,25540191178;-5844,25540191178;-5844,25532320268;Inf;NA;-5844,25540191178
"6643";-5844,25532320268;-5844,25532320268;-5844,25524449863;Inf;NA;-5844,25532320268
"6644";-5844,25524449863;-5844,25524449863;-5844,25516579965;Inf;NA;-5844,25524449863
"6645";-5844,25516579965;-5844,25516579965;-5844,25508710571;Inf;NA;-5844,25516579965
"6646";-5844,25508710571;-5844,25508710571;-5844,25500841686;Inf;NA;-5844,25508710571
"6647";-5844,25500841686;-5844,25500841686;-5844,25492973306;Inf;NA;-5844,25500841686
"6648";-5844,25492973306;-5844,25492973306;-5844,25485105433;Inf;NA;-5844,25492973306
"6649";-5844,25485105433;-5844,25485105433;-5844,25477238067;Inf;NA;-5844,25485105433
"6650";-5844,25477238067;-5844,25477238067;-5844,25469371207;Inf;NA;-5844,25477238067
"6651";-5844,25469371207;-5844,25469371207;-5844,25461504856;Inf;NA;-5844,25469371207
"6652";-5844,25461504856;-5844,25461504856;-5844,25453639012;Inf;NA;-5844,25461504856
"6653";-5844,25453639012;-5844,25453639012;-5844,25445773676;Inf;NA;-5844,25453639012
"6654";-5844,25445773676;-5844,25445773676;-5844,25437908847;Inf;NA;-5844,25445773676
"6655";-5844,25437908847;-5844,25437908847;-5844,25430044525;Inf;NA;-5844,25437908847
"6656";-5844,25430044525;-5844,25430044525;-5844,25422180712;Inf;NA;-5844,25430044525
"6657";-5844,25422180712;-5844,25422180712;-5844,25414317407;Inf;NA;-5844,25422180712
"6658";-5844,25414317407;-5844,25414317407;-5844,25406454611;Inf;NA;-5844,25414317407
"6659";-5844,25406454611;-5844,25406454611;-5844,25398592323;Inf;NA;-5844,25406454611
"6660";-5844,25398592323;-5844,25398592323;-5844,25390730544;Inf;NA;-5844,25398592323
"6661";-5844,25390730544;-5844,25390730544;-5844,25382869274;Inf;NA;-5844,25390730544
"6662";-5844,25382869274;-5844,25382869274;-5844,25375008513;Inf;NA;-5844,25382869274
"6663";-5844,25375008513;-5844,25375008513;-5844,25367148261;Inf;NA;-5844,25375008513
"6664";-5844,25367148261;-5844,25367148261;-5844,25359288518;Inf;NA;-5844,25367148261
"6665";-5844,25359288518;-5844,25359288518;-5844,25351429284;Inf;NA;-5844,25359288518
"6666";-5844,25351429284;-5844,25351429284;-5844,25343570562;Inf;NA;-5844,25351429284
"6667";-5844,25343570562;-5844,25343570562;-5844,25335712348;Inf;NA;-5844,25343570562
"6668";-5844,25335712348;-5844,25335712348;-5844,25327854644;Inf;NA;-5844,25335712348
"6669";-5844,25327854644;-5844,25327854644;-5844,25319997451;Inf;NA;-5844,25327854644
"6670";-5844,25319997451;-5844,25319997451;-5844,25312140768;Inf;NA;-5844,25319997451
"6671";-5844,25312140768;-5844,25312140768;-5844,25304284596;Inf;NA;-5844,25312140768
"6672";-5844,25304284596;-5844,25304284596;-5844,25296428934;Inf;NA;-5844,25304284596
"6673";-5844,25296428934;-5844,25296428934;-5844,25288573783;Inf;NA;-5844,25296428934
"6674";-5844,25288573783;-5844,25288573783;-5844,25280719143;Inf;NA;-5844,25288573783
"6675";-5844,25280719143;-5844,25280719143;-5844,25272865015;Inf;NA;-5844,25280719143
"6676";-5844,25272865015;-5844,25272865015;-5844,25265011398;Inf;NA;-5844,25272865015
"6677";-5844,25265011398;-5844,25265011398;-5844,25257158291;Inf;NA;-5844,25265011398
"6678";-5844,25257158291;-5844,25257158291;-5844,25249305697;Inf;NA;-5844,25257158291
"6679";-5844,25249305697;-5844,25249305697;-5844,25241453615;Inf;NA;-5844,25249305697
"6680";-5844,25241453615;-5844,25241453615;-5844,25233602045;Inf;NA;-5844,25241453615
"6681";-5844,25233602045;-5844,25233602045;-5844,25225750987;Inf;NA;-5844,25233602045
"6682";-5844,25225750987;-5844,25225750987;-5844,2521790044;Inf;NA;-5844,25225750987
"6683";-5844,2521790044;-5844,2521790044;-5844,25210050407;Inf;NA;-5844,2521790044
"6684";-5844,25210050407;-5844,25210050407;-5844,25202200886;Inf;NA;-5844,25210050407
"6685";-5844,25202200886;-5844,25202200886;-5844,25194351878;Inf;NA;-5844,25202200886
"6686";-5844,25194351878;-5844,25194351878;-5844,25186503383;Inf;NA;-5844,25194351878
"6687";-5844,25186503383;-5844,25186503383;-5844,25178655402;Inf;NA;-5844,25186503383
"6688";-5844,25178655402;-5844,25178655402;-5844,25170807933;Inf;NA;-5844,25178655402
"6689";-5844,25170807933;-5844,25170807933;-5844,25162960978;Inf;NA;-5844,25170807933
"6690";-5844,25162960978;-5844,25162960978;-5844,25155114537;Inf;NA;-5844,25162960978
"6691";-5844,25155114537;-5844,25155114537;-5844,25147268609;Inf;NA;-5844,25155114537
"6692";-5844,25147268609;-5844,25147268609;-5844,25139423195;Inf;NA;-5844,25147268609
"6693";-5844,25139423195;-5844,25139423195;-5844,25131578296;Inf;NA;-5844,25139423195
"6694";-5844,25131578296;-5844,25131578296;-5844,25123733911;Inf;NA;-5844,25131578296
"6695";-5844,25123733911;-5844,25123733911;-5844,2511589004;Inf;NA;-5844,25123733911
"6696";-5844,2511589004;-5844,2511589004;-5844,25108046683;Inf;NA;-5844,2511589004
"6697";-5844,25108046683;-5844,25108046683;-5844,25100203842;Inf;NA;-5844,25108046683
"6698";-5844,25100203842;-5844,25100203842;-5844,25092361516;Inf;NA;-5844,25100203842
"6699";-5844,25092361516;-5844,25092361516;-5844,25084519705;Inf;NA;-5844,25092361516
"6700";-5844,25084519705;-5844,25084519705;-5844,25076678408;Inf;NA;-5844,25084519705
"6701";-5844,25076678408;-5844,25076678408;-5844,25068837628;Inf;NA;-5844,25076678408
"6702";-5844,25068837628;-5844,25068837628;-5844,25060997363;Inf;NA;-5844,25068837628
"6703";-5844,25060997363;-5844,25060997363;-5844,25053157614;Inf;NA;-5844,25060997363
"6704";-5844,25053157614;-5844,25053157614;-5844,2504531838;Inf;NA;-5844,25053157614
"6705";-5844,2504531838;-5844,2504531838;-5844,25037479663;Inf;NA;-5844,2504531838
"6706";-5844,25037479663;-5844,25037479663;-5844,25029641462;Inf;NA;-5844,25037479663
"6707";-5844,25029641462;-5844,25029641462;-5844,25021803777;Inf;NA;-5844,25029641462
"6708";-5844,25021803777;-5844,25021803777;-5844,25013966609;Inf;NA;-5844,25021803777
"6709";-5844,25013966609;-5844,25013966609;-5844,25006129958;Inf;NA;-5844,25013966609
"6710";-5844,25006129958;-5844,25006129958;-5844,24998293823;Inf;NA;-5844,25006129958
"6711";-5844,24998293823;-5844,24998293823;-5844,24990458205;Inf;NA;-5844,24998293823
