"";"lm1";"l0";"l1";"a";"l_stop0";"l_stop"
"24896";-5843,76256760111;-5843,76256760111;-5843,76256597666;Inf;NA;-5843,76256760111
"24897";-5843,76256597666;-5843,76256597666;-5843,76256435265;Inf;NA;-5843,76256597666
"24898";-5843,76256435265;-5843,76256435265;-5843,76256272911;Inf;NA;-5843,76256435265
"24899";-5843,76256272911;-5843,76256272911;-5843,76256110601;Inf;NA;-5843,76256272911
"24900";-5843,76256110601;-5843,76256110601;-5843,76255948338;Inf;NA;-5843,76256110601
"24901";-5843,76255948338;-5843,76255948338;-5843,7625578612;Inf;NA;-5843,76255948338
"24902";-5843,7625578612;-5843,7625578612;-5843,76255623948;Inf;NA;-5843,7625578612
"24903";-5843,76255623948;-5843,76255623948;-5843,76255461821;Inf;NA;-5843,76255623948
"24904";-5843,76255461821;-5843,76255461821;-5843,7625529974;Inf;NA;-5843,76255461821
"24905";-5843,7625529974;-5843,7625529974;-5843,76255137705;Inf;NA;-5843,7625529974
"24906";-5843,76255137705;-5843,76255137705;-5843,76254975715;Inf;NA;-5843,76255137705
"24907";-5843,76254975715;-5843,76254975715;-5843,76254813771;Inf;NA;-5843,76254975715
"24908";-5843,76254813771;-5843,76254813771;-5843,76254651872;Inf;NA;-5843,76254813771
"24909";-5843,76254651872;-5843,76254651872;-5843,76254490018;Inf;NA;-5843,76254651872
"24910";-5843,76254490018;-5843,76254490018;-5843,76254328211;Inf;NA;-5843,76254490018
"24911";-5843,76254328211;-5843,76254328211;-5843,76254166449;Inf;NA;-5843,76254328211
"24912";-5843,76254166449;-5843,76254166449;-5843,76254004732;Inf;NA;-5843,76254166449
"24913";-5843,76254004732;-5843,76254004732;-5843,7625384306;Inf;NA;-5843,76254004732
"24914";-5843,7625384306;-5843,7625384306;-5843,76253681435;Inf;NA;-5843,7625384306
"24915";-5843,76253681435;-5843,76253681435;-5843,76253519854;Inf;NA;-5843,76253681435
"24916";-5843,76253519854;-5843,76253519854;-5843,76253358319;Inf;NA;-5843,76253519854
"24917";-5843,76253358319;-5843,76253358319;-5843,7625319683;Inf;NA;-5843,76253358319
"24918";-5843,7625319683;-5843,7625319683;-5843,76253035386;Inf;NA;-5843,7625319683
"24919";-5843,76253035386;-5843,76253035386;-5843,76252873987;Inf;NA;-5843,76253035386
"24920";-5843,76252873987;-5843,76252873987;-5843,76252712634;Inf;NA;-5843,76252873987
"24921";-5843,76252712634;-5843,76252712634;-5843,76252551325;Inf;NA;-5843,76252712634
"24922";-5843,76252551325;-5843,76252551325;-5843,76252390063;Inf;NA;-5843,76252551325
"24923";-5843,76252390063;-5843,76252390063;-5843,76252228846;Inf;NA;-5843,76252390063
"24924";-5843,76252228846;-5843,76252228846;-5843,76252067674;Inf;NA;-5843,76252228846
"24925";-5843,76252067674;-5843,76252067674;-5843,76251906547;Inf;NA;-5843,76252067674
"24926";-5843,76251906547;-5843,76251906547;-5843,76251745466;Inf;NA;-5843,76251906547
"24927";-5843,76251745466;-5843,76251745466;-5843,76251584429;Inf;NA;-5843,76251745466
"24928";-5843,76251584429;-5843,76251584429;-5843,76251423439;Inf;NA;-5843,76251584429
"24929";-5843,76251423439;-5843,76251423439;-5843,76251262494;Inf;NA;-5843,76251423439
"24930";-5843,76251262494;-5843,76251262494;-5843,76251101593;Inf;NA;-5843,76251262494
"24931";-5843,76251101593;-5843,76251101593;-5843,76250940738;Inf;NA;-5843,76251101593
"24932";-5843,76250940738;-5843,76250940738;-5843,76250779929;Inf;NA;-5843,76250940738
"24933";-5843,76250779929;-5843,76250779929;-5843,76250619164;Inf;NA;-5843,76250779929
"24934";-5843,76250619164;-5843,76250619164;-5843,76250458445;Inf;NA;-5843,76250619164
"24935";-5843,76250458445;-5843,76250458445;-5843,7625029777;Inf;NA;-5843,76250458445
"24936";-5843,7625029777;-5843,7625029777;-5843,76250137142;Inf;NA;-5843,7625029777
"24937";-5843,76250137142;-5843,76250137142;-5843,76249976558;Inf;NA;-5843,76250137142
"24938";-5843,76249976558;-5843,76249976558;-5843,7624981602;Inf;NA;-5843,76249976558
"24939";-5843,7624981602;-5843,7624981602;-5843,76249655526;Inf;NA;-5843,7624981602
"24940";-5843,76249655526;-5843,76249655526;-5843,76249495078;Inf;NA;-5843,76249655526
"24941";-5843,76249495078;-5843,76249495078;-5843,76249334675;Inf;NA;-5843,76249495078
"24942";-5843,76249334675;-5843,76249334675;-5843,76249174316;Inf;NA;-5843,76249334675
"24943";-5843,76249174316;-5843,76249174316;-5843,76249014003;Inf;NA;-5843,76249174316
"24944";-5843,76249014003;-5843,76249014003;-5843,76248853736;Inf;NA;-5843,76249014003
"24945";-5843,76248853736;-5843,76248853736;-5843,76248693513;Inf;NA;-5843,76248853736
"24946";-5843,76248693513;-5843,76248693513;-5843,76248533335;Inf;NA;-5843,76248693513
"24947";-5843,76248533335;-5843,76248533335;-5843,76248373202;Inf;NA;-5843,76248533335
"24948";-5843,76248373202;-5843,76248373202;-5843,76248213115;Inf;NA;-5843,76248373202
"24949";-5843,76248213115;-5843,76248213115;-5843,76248053072;Inf;NA;-5843,76248213115
"24950";-5843,76248053072;-5843,76248053072;-5843,76247893075;Inf;NA;-5843,76248053072
"24951";-5843,76247893075;-5843,76247893075;-5843,76247733122;Inf;NA;-5843,76247893075
"24952";-5843,76247733122;-5843,76247733122;-5843,76247573214;Inf;NA;-5843,76247733122
"24953";-5843,76247573214;-5843,76247573214;-5843,76247413352;Inf;NA;-5843,76247573214
"24954";-5843,76247413352;-5843,76247413352;-5843,76247253533;Inf;NA;-5843,76247413352
"24955";-5843,76247253533;-5843,76247253533;-5843,76247093762;Inf;NA;-5843,76247253533
"24956";-5843,76247093762;-5843,76247093762;-5843,76246934033;Inf;NA;-5843,76247093762
"24957";-5843,76246934033;-5843,76246934033;-5843,76246774351;Inf;NA;-5843,76246934033
"24958";-5843,76246774351;-5843,76246774351;-5843,76246614712;Inf;NA;-5843,76246774351
"24959";-5843,76246614712;-5843,76246614712;-5843,76246455119;Inf;NA;-5843,76246614712
"24960";-5843,76246455119;-5843,76246455119;-5843,76246295571;Inf;NA;-5843,76246455119
"24961";-5843,76246295571;-5843,76246295571;-5843,76246136068;Inf;NA;-5843,76246295571
"24962";-5843,76246136068;-5843,76246136068;-5843,76245976609;Inf;NA;-5843,76246136068
"24963";-5843,76245976609;-5843,76245976609;-5843,76245817196;Inf;NA;-5843,76245976609
"24964";-5843,76245817196;-5843,76245817196;-5843,76245657827;Inf;NA;-5843,76245817196
"24965";-5843,76245657827;-5843,76245657827;-5843,76245498503;Inf;NA;-5843,76245657827
"24966";-5843,76245498503;-5843,76245498503;-5843,76245339224;Inf;NA;-5843,76245498503
"24967";-5843,76245339224;-5843,76245339224;-5843,7624517999;Inf;NA;-5843,76245339224
"24968";-5843,7624517999;-5843,7624517999;-5843,762450208;Inf;NA;-5843,7624517999
"24969";-5843,762450208;-5843,762450208;-5843,76244861656;Inf;NA;-5843,762450208
"24970";-5843,76244861656;-5843,76244861656;-5843,76244702556;Inf;NA;-5843,76244861656
"24971";-5843,76244702556;-5843,76244702556;-5843,76244543501;Inf;NA;-5843,76244702556
"24972";-5843,76244543501;-5843,76244543501;-5843,7624438449;Inf;NA;-5843,76244543501
"24973";-5843,7624438449;-5843,7624438449;-5843,76244225525;Inf;NA;-5843,7624438449
"24974";-5843,76244225525;-5843,76244225525;-5843,76244066603;Inf;NA;-5843,76244225525
"24975";-5843,76244066603;-5843,76244066603;-5843,76243907727;Inf;NA;-5843,76244066603
"24976";-5843,76243907727;-5843,76243907727;-5843,76243748895;Inf;NA;-5843,76243907727
"24977";-5843,76243748895;-5843,76243748895;-5843,76243590109;Inf;NA;-5843,76243748895
"24978";-5843,76243590109;-5843,76243590109;-5843,76243431366;Inf;NA;-5843,76243590109
"24979";-5843,76243431366;-5843,76243431366;-5843,76243272669;Inf;NA;-5843,76243431366
"24980";-5843,76243272669;-5843,76243272669;-5843,76243114015;Inf;NA;-5843,76243272669
"24981";-5843,76243114015;-5843,76243114015;-5843,76242955407;Inf;NA;-5843,76243114015
"24982";-5843,76242955407;-5843,76242955407;-5843,76242796843;Inf;NA;-5843,76242955407
"24983";-5843,76242796843;-5843,76242796843;-5843,76242638324;Inf;NA;-5843,76242796843
"24984";-5843,76242638324;-5843,76242638324;-5843,7624247985;Inf;NA;-5843,76242638324
"24985";-5843,7624247985;-5843,7624247985;-5843,7624232142;Inf;NA;-5843,7624247985
"24986";-5843,7624232142;-5843,7624232142;-5843,76242163035;Inf;NA;-5843,7624232142
"24987";-5843,76242163035;-5843,76242163035;-5843,76242004694;Inf;NA;-5843,76242163035
"24988";-5843,76242004694;-5843,76242004694;-5843,76241846398;Inf;NA;-5843,76242004694
"24989";-5843,76241846398;-5843,76241846398;-5843,76241688145;Inf;NA;-5843,76241846398
"24990";-5843,76241688145;-5843,76241688145;-5843,76241529938;Inf;NA;-5843,76241688145
"24991";-5843,76241529938;-5843,76241529938;-5843,76241371775;Inf;NA;-5843,76241529938
"24992";-5843,76241371775;-5843,76241371775;-5843,76241213657;Inf;NA;-5843,76241371775
"24993";-5843,76241213657;-5843,76241213657;-5843,76241055584;Inf;NA;-5843,76241213657
"24994";-5843,76241055584;-5843,76241055584;-5843,76240897554;Inf;NA;-5843,76241055584
"24995";-5843,76240897554;-5843,76240897554;-5843,7624073957;Inf;NA;-5843,76240897554
"24996";-5843,7624073957;-5843,7624073957;-5843,76240581629;Inf;NA;-5843,7624073957
"24997";-5843,76240581629;-5843,76240581629;-5843,76240423733;Inf;NA;-5843,76240581629
"24998";-5843,76240423733;-5843,76240423733;-5843,76240265881;Inf;NA;-5843,76240423733
"24999";-5843,76240265881;-5843,76240265881;-5843,76240108075;Inf;NA;-5843,76240265881
"25000";-5843,76240108075;-5843,76240108075;-5843,76239950312;Inf;NA;-5843,76240108075
"25001";-5843,76239950312;-5843,76239950312;-5843,76239792594;Inf;NA;-5843,76239950312
"25002";-5843,76239792594;-5843,76239792594;-5843,7623963492;Inf;NA;-5843,76239792594
"25003";-5843,7623963492;-5843,7623963492;-5843,7623947729;Inf;NA;-5843,7623963492
"25004";-5843,7623947729;-5843,7623947729;-5843,76239319705;Inf;NA;-5843,7623947729
"25005";-5843,76239319705;-5843,76239319705;-5843,76239162164;Inf;NA;-5843,76239319705
"25006";-5843,76239162164;-5843,76239162164;-5843,76239004668;Inf;NA;-5843,76239162164
"25007";-5843,76239004668;-5843,76239004668;-5843,76238847216;Inf;NA;-5843,76239004668
"25008";-5843,76238847216;-5843,76238847216;-5843,76238689808;Inf;NA;-5843,76238847216
"25009";-5843,76238689808;-5843,76238689808;-5843,76238532444;Inf;NA;-5843,76238689808
"25010";-5843,76238532444;-5843,76238532444;-5843,76238375124;Inf;NA;-5843,76238532444
"25011";-5843,76238375124;-5843,76238375124;-5843,76238217849;Inf;NA;-5843,76238375124
"25012";-5843,76238217849;-5843,76238217849;-5843,76238060618;Inf;NA;-5843,76238217849
"25013";-5843,76238060618;-5843,76238060618;-5843,76237903432;Inf;NA;-5843,76238060618
"25014";-5843,76237903432;-5843,76237903432;-5843,76237746289;Inf;NA;-5843,76237903432
"25015";-5843,76237746289;-5843,76237746289;-5843,76237589191;Inf;NA;-5843,76237746289
"25016";-5843,76237589191;-5843,76237589191;-5843,76237432137;Inf;NA;-5843,76237589191
"25017";-5843,76237432137;-5843,76237432137;-5843,76237275128;Inf;NA;-5843,76237432137
"25018";-5843,76237275128;-5843,76237275128;-5843,76237118162;Inf;NA;-5843,76237275128
"25019";-5843,76237118162;-5843,76237118162;-5843,7623696124;Inf;NA;-5843,76237118162
"25020";-5843,7623696124;-5843,7623696124;-5843,76236804364;Inf;NA;-5843,7623696124
"25021";-5843,76236804364;-5843,76236804364;-5843,7623664753;Inf;NA;-5843,76236804364
"25022";-5843,7623664753;-5843,7623664753;-5843,76236490741;Inf;NA;-5843,7623664753
"25023";-5843,76236490741;-5843,76236490741;-5843,76236333996;Inf;NA;-5843,76236490741
"25024";-5843,76236333996;-5843,76236333996;-5843,76236177295;Inf;NA;-5843,76236333996
"25025";-5843,76236177295;-5843,76236177295;-5843,76236020639;Inf;NA;-5843,76236177295
"25026";-5843,76236020639;-5843,76236020639;-5843,76235864026;Inf;NA;-5843,76236020639
"25027";-5843,76235864026;-5843,76235864026;-5843,76235707458;Inf;NA;-5843,76235864026
"25028";-5843,76235707458;-5843,76235707458;-5843,76235550933;Inf;NA;-5843,76235707458
"25029";-5843,76235550933;-5843,76235550933;-5843,76235394453;Inf;NA;-5843,76235550933
"25030";-5843,76235394453;-5843,76235394453;-5843,76235238016;Inf;NA;-5843,76235394453
"25031";-5843,76235238016;-5843,76235238016;-5843,76235081624;Inf;NA;-5843,76235238016
"25032";-5843,76235081624;-5843,76235081624;-5843,76234925276;Inf;NA;-5843,76235081624
"25033";-5843,76234925276;-5843,76234925276;-5843,76234768972;Inf;NA;-5843,76234925276
"25034";-5843,76234768972;-5843,76234768972;-5843,76234612711;Inf;NA;-5843,76234768972
"25035";-5843,76234612711;-5843,76234612711;-5843,76234456495;Inf;NA;-5843,76234612711
"25036";-5843,76234456495;-5843,76234456495;-5843,76234300323;Inf;NA;-5843,76234456495
"25037";-5843,76234300323;-5843,76234300323;-5843,76234144193;Inf;NA;-5843,76234300323
"25038";-5843,76234144193;-5843,76234144193;-5843,76233988109;Inf;NA;-5843,76234144193
"25039";-5843,76233988109;-5843,76233988109;-5843,76233832069;Inf;NA;-5843,76233988109
"25040";-5843,76233832069;-5843,76233832069;-5843,76233676072;Inf;NA;-5843,76233832069
"25041";-5843,76233676072;-5843,76233676072;-5843,76233520119;Inf;NA;-5843,76233676072
"25042";-5843,76233520119;-5843,76233520119;-5843,7623336421;Inf;NA;-5843,76233520119
"25043";-5843,7623336421;-5843,7623336421;-5843,76233208346;Inf;NA;-5843,7623336421
"25044";-5843,76233208346;-5843,76233208346;-5843,76233052524;Inf;NA;-5843,76233208346
"25045";-5843,76233052524;-5843,76233052524;-5843,76232896747;Inf;NA;-5843,76233052524
"25046";-5843,76232896747;-5843,76232896747;-5843,76232741013;Inf;NA;-5843,76232896747
"25047";-5843,76232741013;-5843,76232741013;-5843,76232585324;Inf;NA;-5843,76232741013
"25048";-5843,76232585324;-5843,76232585324;-5843,76232429678;Inf;NA;-5843,76232585324
"25049";-5843,76232429678;-5843,76232429678;-5843,76232274076;Inf;NA;-5843,76232429678
"25050";-5843,76232274076;-5843,76232274076;-5843,76232118518;Inf;NA;-5843,76232274076
"25051";-5843,76232118518;-5843,76232118518;-5843,76231963004;Inf;NA;-5843,76232118518
"25052";-5843,76231963004;-5843,76231963004;-5843,76231807532;Inf;NA;-5843,76231963004
"25053";-5843,76231807532;-5843,76231807532;-5843,76231652106;Inf;NA;-5843,76231807532
"25054";-5843,76231652106;-5843,76231652106;-5843,76231496723;Inf;NA;-5843,76231652106
"25055";-5843,76231496723;-5843,76231496723;-5843,76231341383;Inf;NA;-5843,76231496723
"25056";-5843,76231341383;-5843,76231341383;-5843,76231186088;Inf;NA;-5843,76231341383
"25057";-5843,76231186088;-5843,76231186088;-5843,76231030836;Inf;NA;-5843,76231186088
"25058";-5843,76231030836;-5843,76231030836;-5843,76230875627;Inf;NA;-5843,76231030836
"25059";-5843,76230875627;-5843,76230875627;-5843,76230720462;Inf;NA;-5843,76230875627
"25060";-5843,76230720462;-5843,76230720462;-5843,76230565342;Inf;NA;-5843,76230720462
"25061";-5843,76230565342;-5843,76230565342;-5843,76230410265;Inf;NA;-5843,76230565342
"25062";-5843,76230410265;-5843,76230410265;-5843,7623025523;Inf;NA;-5843,76230410265
"25063";-5843,7623025523;-5843,7623025523;-5843,76230100241;Inf;NA;-5843,7623025523
"25064";-5843,76230100241;-5843,76230100241;-5843,76229945294;Inf;NA;-5843,76230100241
"25065";-5843,76229945294;-5843,76229945294;-5843,76229790391;Inf;NA;-5843,76229945294
"25066";-5843,76229790391;-5843,76229790391;-5843,76229635532;Inf;NA;-5843,76229790391
"25067";-5843,76229635532;-5843,76229635532;-5843,76229480717;Inf;NA;-5843,76229635532
"25068";-5843,76229480717;-5843,76229480717;-5843,76229325945;Inf;NA;-5843,76229480717
"25069";-5843,76229325945;-5843,76229325945;-5843,76229171217;Inf;NA;-5843,76229325945
"25070";-5843,76229171217;-5843,76229171217;-5843,76229016531;Inf;NA;-5843,76229171217
"25071";-5843,76229016531;-5843,76229016531;-5843,76228861891;Inf;NA;-5843,76229016531
"25072";-5843,76228861891;-5843,76228861891;-5843,76228707293;Inf;NA;-5843,76228861891
"25073";-5843,76228707293;-5843,76228707293;-5843,76228552738;Inf;NA;-5843,76228707293
"25074";-5843,76228552738;-5843,76228552738;-5843,76228398227;Inf;NA;-5843,76228552738
"25075";-5843,76228398227;-5843,76228398227;-5843,7622824376;Inf;NA;-5843,76228398227
"25076";-5843,7622824376;-5843,7622824376;-5843,76228089336;Inf;NA;-5843,7622824376
"25077";-5843,76228089336;-5843,76228089336;-5843,76227934955;Inf;NA;-5843,76228089336
"25078";-5843,76227934955;-5843,76227934955;-5843,76227780619;Inf;NA;-5843,76227934955
"25079";-5843,76227780619;-5843,76227780619;-5843,76227626326;Inf;NA;-5843,76227780619
"25080";-5843,76227626326;-5843,76227626326;-5843,76227472076;Inf;NA;-5843,76227626326
"25081";-5843,76227472076;-5843,76227472076;-5843,76227317869;Inf;NA;-5843,76227472076
"25082";-5843,76227317869;-5843,76227317869;-5843,76227163706;Inf;NA;-5843,76227317869
"25083";-5843,76227163706;-5843,76227163706;-5843,76227009586;Inf;NA;-5843,76227163706
"25084";-5843,76227009586;-5843,76227009586;-5843,7622685551;Inf;NA;-5843,76227009586
"25085";-5843,7622685551;-5843,7622685551;-5843,76226701477;Inf;NA;-5843,7622685551
"25086";-5843,76226701477;-5843,76226701477;-5843,76226547487;Inf;NA;-5843,76226701477
"25087";-5843,76226547487;-5843,76226547487;-5843,76226393541;Inf;NA;-5843,76226547487
"25088";-5843,76226393541;-5843,76226393541;-5843,76226239638;Inf;NA;-5843,76226393541
"25089";-5843,76226239638;-5843,76226239638;-5843,76226085779;Inf;NA;-5843,76226239638
"25090";-5843,76226085779;-5843,76226085779;-5843,76225931962;Inf;NA;-5843,76226085779
"25091";-5843,76225931962;-5843,76225931962;-5843,76225778189;Inf;NA;-5843,76225931962
"25092";-5843,76225778189;-5843,76225778189;-5843,7622562446;Inf;NA;-5843,76225778189
"25093";-5843,7622562446;-5843,7622562446;-5843,76225470774;Inf;NA;-5843,7622562446
"25094";-5843,76225470774;-5843,76225470774;-5843,7622531713;Inf;NA;-5843,76225470774
"25095";-5843,7622531713;-5843,7622531713;-5843,7622516353;Inf;NA;-5843,7622531713
"25096";-5843,7622516353;-5843,7622516353;-5843,76225009974;Inf;NA;-5843,7622516353
"25097";-5843,76225009974;-5843,76225009974;-5843,7622485646;Inf;NA;-5843,76225009974
"25098";-5843,7622485646;-5843,7622485646;-5843,7622470299;Inf;NA;-5843,7622485646
"25099";-5843,7622470299;-5843,7622470299;-5843,76224549563;Inf;NA;-5843,7622470299
"25100";-5843,76224549563;-5843,76224549563;-5843,76224396179;Inf;NA;-5843,76224549563
"25101";-5843,76224396179;-5843,76224396179;-5843,76224242839;Inf;NA;-5843,76224396179
"25102";-5843,76224242839;-5843,76224242839;-5843,76224089541;Inf;NA;-5843,76224242839
"25103";-5843,76224089541;-5843,76224089541;-5843,76223936287;Inf;NA;-5843,76224089541
"25104";-5843,76223936287;-5843,76223936287;-5843,76223783076;Inf;NA;-5843,76223936287
"25105";-5843,76223783076;-5843,76223783076;-5843,76223629907;Inf;NA;-5843,76223783076
"25106";-5843,76223629907;-5843,76223629907;-5843,76223476782;Inf;NA;-5843,76223629907
"25107";-5843,76223476782;-5843,76223476782;-5843,76223323701;Inf;NA;-5843,76223476782
"25108";-5843,76223323701;-5843,76223323701;-5843,76223170663;Inf;NA;-5843,76223323701
"25109";-5843,76223170663;-5843,76223170663;-5843,76223017667;Inf;NA;-5843,76223170663
"25110";-5843,76223017667;-5843,76223017667;-5843,76222864714;Inf;NA;-5843,76223017667
"25111";-5843,76222864714;-5843,76222864714;-5843,76222711805;Inf;NA;-5843,76222864714
"25112";-5843,76222711805;-5843,76222711805;-5843,76222558939;Inf;NA;-5843,76222711805
"25113";-5843,76222558939;-5843,76222558939;-5843,76222406114;Inf;NA;-5843,76222558939
"25114";-5843,76222406114;-5843,76222406114;-5843,76222253335;Inf;NA;-5843,76222406114
"25115";-5843,76222253335;-5843,76222253335;-5843,76222100597;Inf;NA;-5843,76222253335
"25116";-5843,76222100597;-5843,76222100597;-5843,76221947904;Inf;NA;-5843,76222100597
"25117";-5843,76221947904;-5843,76221947904;-5843,76221795252;Inf;NA;-5843,76221947904
"25118";-5843,76221795252;-5843,76221795252;-5843,76221642644;Inf;NA;-5843,76221795252
"25119";-5843,76221642644;-5843,76221642644;-5843,76221490078;Inf;NA;-5843,76221642644
"25120";-5843,76221490078;-5843,76221490078;-5843,76221337556;Inf;NA;-5843,76221490078
"25121";-5843,76221337556;-5843,76221337556;-5843,76221185077;Inf;NA;-5843,76221337556
"25122";-5843,76221185077;-5843,76221185077;-5843,7622103264;Inf;NA;-5843,76221185077
"25123";-5843,7622103264;-5843,7622103264;-5843,76220880247;Inf;NA;-5843,7622103264
"25124";-5843,76220880247;-5843,76220880247;-5843,76220727896;Inf;NA;-5843,76220880247
"25125";-5843,76220727896;-5843,76220727896;-5843,76220575588;Inf;NA;-5843,76220727896
"25126";-5843,76220575588;-5843,76220575588;-5843,76220423324;Inf;NA;-5843,76220575588
"25127";-5843,76220423324;-5843,76220423324;-5843,76220271101;Inf;NA;-5843,76220423324
"25128";-5843,76220271101;-5843,76220271101;-5843,76220118923;Inf;NA;-5843,76220271101
"25129";-5843,76220118923;-5843,76220118923;-5843,76219966786;Inf;NA;-5843,76220118923
"25130";-5843,76219966786;-5843,76219966786;-5843,76219814693;Inf;NA;-5843,76219966786
"25131";-5843,76219814693;-5843,76219814693;-5843,76219662642;Inf;NA;-5843,76219814693
"25132";-5843,76219662642;-5843,76219662642;-5843,76219510635;Inf;NA;-5843,76219662642
"25133";-5843,76219510635;-5843,76219510635;-5843,7621935867;Inf;NA;-5843,76219510635
"25134";-5843,7621935867;-5843,7621935867;-5843,76219206747;Inf;NA;-5843,7621935867
"25135";-5843,76219206747;-5843,76219206747;-5843,76219054868;Inf;NA;-5843,76219206747
"25136";-5843,76219054868;-5843,76219054868;-5843,76218903031;Inf;NA;-5843,76219054868
"25137";-5843,76218903031;-5843,76218903031;-5843,76218751238;Inf;NA;-5843,76218903031
"25138";-5843,76218751238;-5843,76218751238;-5843,76218599486;Inf;NA;-5843,76218751238
"25139";-5843,76218599486;-5843,76218599486;-5843,76218447778;Inf;NA;-5843,76218599486
"25140";-5843,76218447778;-5843,76218447778;-5843,76218296113;Inf;NA;-5843,76218447778
"25141";-5843,76218296113;-5843,76218296113;-5843,7621814449;Inf;NA;-5843,76218296113
"25142";-5843,7621814449;-5843,7621814449;-5843,76217992909;Inf;NA;-5843,7621814449
"25143";-5843,76217992909;-5843,76217992909;-5843,76217841372;Inf;NA;-5843,76217992909
"25144";-5843,76217841372;-5843,76217841372;-5843,76217689877;Inf;NA;-5843,76217841372
"25145";-5843,76217689877;-5843,76217689877;-5843,76217538424;Inf;NA;-5843,76217689877
"25146";-5843,76217538424;-5843,76217538424;-5843,76217387015;Inf;NA;-5843,76217538424
"25147";-5843,76217387015;-5843,76217387015;-5843,76217235648;Inf;NA;-5843,76217387015
"25148";-5843,76217235648;-5843,76217235648;-5843,76217084324;Inf;NA;-5843,76217235648
"25149";-5843,76217084324;-5843,76217084324;-5843,76216933043;Inf;NA;-5843,76217084324
"25150";-5843,76216933043;-5843,76216933043;-5843,76216781803;Inf;NA;-5843,76216933043
"25151";-5843,76216781803;-5843,76216781803;-5843,76216630606;Inf;NA;-5843,76216781803
"25152";-5843,76216630606;-5843,76216630606;-5843,76216479453;Inf;NA;-5843,76216630606
"25153";-5843,76216479453;-5843,76216479453;-5843,76216328342;Inf;NA;-5843,76216479453
"25154";-5843,76216328342;-5843,76216328342;-5843,76216177273;Inf;NA;-5843,76216328342
"25155";-5843,76216177273;-5843,76216177273;-5843,76216026247;Inf;NA;-5843,76216177273
"25156";-5843,76216026247;-5843,76216026247;-5843,76215875263;Inf;NA;-5843,76216026247
"25157";-5843,76215875263;-5843,76215875263;-5843,76215724322;Inf;NA;-5843,76215875263
"25158";-5843,76215724322;-5843,76215724322;-5843,76215573423;Inf;NA;-5843,76215724322
"25159";-5843,76215573423;-5843,76215573423;-5843,76215422567;Inf;NA;-5843,76215573423
"25160";-5843,76215422567;-5843,76215422567;-5843,76215271754;Inf;NA;-5843,76215422567
"25161";-5843,76215271754;-5843,76215271754;-5843,76215120982;Inf;NA;-5843,76215271754
"25162";-5843,76215120982;-5843,76215120982;-5843,76214970254;Inf;NA;-5843,76215120982
"25163";-5843,76214970254;-5843,76214970254;-5843,76214819568;Inf;NA;-5843,76214970254
"25164";-5843,76214819568;-5843,76214819568;-5843,76214668924;Inf;NA;-5843,76214819568
"25165";-5843,76214668924;-5843,76214668924;-5843,76214518323;Inf;NA;-5843,76214668924
"25166";-5843,76214518323;-5843,76214518323;-5843,76214367763;Inf;NA;-5843,76214518323
"25167";-5843,76214367763;-5843,76214367763;-5843,76214217247;Inf;NA;-5843,76214367763
"25168";-5843,76214217247;-5843,76214217247;-5843,76214066773;Inf;NA;-5843,76214217247
"25169";-5843,76214066773;-5843,76214066773;-5843,76213916341;Inf;NA;-5843,76214066773
"25170";-5843,76213916341;-5843,76213916341;-5843,76213765952;Inf;NA;-5843,76213916341
"25171";-5843,76213765952;-5843,76213765952;-5843,76213615605;Inf;NA;-5843,76213765952
"25172";-5843,76213615605;-5843,76213615605;-5843,762134653;Inf;NA;-5843,76213615605
"25173";-5843,762134653;-5843,762134653;-5843,76213315038;Inf;NA;-5843,762134653
"25174";-5843,76213315038;-5843,76213315038;-5843,76213164818;Inf;NA;-5843,76213315038
"25175";-5843,76213164818;-5843,76213164818;-5843,7621301464;Inf;NA;-5843,76213164818
"25176";-5843,7621301464;-5843,7621301464;-5843,76212864505;Inf;NA;-5843,7621301464
"25177";-5843,76212864505;-5843,76212864505;-5843,76212714412;Inf;NA;-5843,76212864505
"25178";-5843,76212714412;-5843,76212714412;-5843,76212564361;Inf;NA;-5843,76212714412
"25179";-5843,76212564361;-5843,76212564361;-5843,76212414352;Inf;NA;-5843,76212564361
"25180";-5843,76212414352;-5843,76212414352;-5843,76212264386;Inf;NA;-5843,76212414352
"25181";-5843,76212264386;-5843,76212264386;-5843,76212114462;Inf;NA;-5843,76212264386
"25182";-5843,76212114462;-5843,76212114462;-5843,76211964581;Inf;NA;-5843,76212114462
"25183";-5843,76211964581;-5843,76211964581;-5843,7621181474;Inf;NA;-5843,76211964581
"25184";-5843,7621181474;-5843,7621181474;-5843,76211664944;Inf;NA;-5843,7621181474
"25185";-5843,76211664944;-5843,76211664944;-5843,76211515189;Inf;NA;-5843,76211664944
"25186";-5843,76211515189;-5843,76211515189;-5843,76211365475;Inf;NA;-5843,76211515189
"25187";-5843,76211365475;-5843,76211365475;-5843,76211215805;Inf;NA;-5843,76211365475
"25188";-5843,76211215805;-5843,76211215805;-5843,76211066176;Inf;NA;-5843,76211215805
"25189";-5843,76211066176;-5843,76211066176;-5843,7621091659;Inf;NA;-5843,76211066176
"25190";-5843,7621091659;-5843,7621091659;-5843,76210767045;Inf;NA;-5843,7621091659
"25191";-5843,76210767045;-5843,76210767045;-5843,76210617543;Inf;NA;-5843,76210767045
"25192";-5843,76210617543;-5843,76210617543;-5843,76210468083;Inf;NA;-5843,76210617543
